"","subject","condition","vignetteType","vignetteNumber","answerOrder","vignette","dummyVignetteAnswer","vignetteAnswer","gender","age","postquestion1","postquestion2"
"429","47cl35yz00w","L9A","L","9","A","L9",7,0,"male",36,"correct","MY focus is on what I can control, not potential outcomes. I really don't if I have a 50/50 chance of winning or I don't know the probability of winning because neither situation will have an impact on what actions I take."
"430","mvr935yzs1k","G5A","G","5","A","G5",7,2,"female",35,"correct","At least I knew I had a 50 percent chance that it would help me, the other could have been much less"
"431","96ni35yzazr","G9A","G","9","A","G9",7,2,"female",51,"correct",NA
"432","wjpe35yztxd","G1B","G","1","B","G1",7,1,"female",58,"correct",NA
"433","h2kz35yzzlc","L10B","L","10","B","L10",7,0,"female",53,"correct","I hate unknowns. I'd rather make a choice knowing the odds-in this case unknown or 50/50. Without knowing the odds, I'd be mad at myself if the bank I chose closed. Knowing its 50/50 I wouldn't be so mad. I'd figure it was just luck of the draw."
"434","ma8b35yz2um","G2A","G","2","A","G2",7,0,"female",35,"correct","I chose No Preference because both choices seemed to be more or less the same thing."
"435","ggdk35yzn0v","L1B","L","1","B","L1",7,0,"female",37,"correct",NA
"436","rt8a35yzxeg","L8A","L","8","A","L8",7,-1,"female",51,"correct","There was a 50 percent chance of damage in one scenario. The other scenario offered the possibility that there was a lower chance. No guarantee of course but worth the gamble."
"437","kx5735yzy12","L6A","L","6","A","L6",7,-2,"female",33,"correct","B has the possibility of having a greater chance that the one I want is my date. With A being known 50/50, the chance of it being different in my favor for B is better for me. Also, even if the chances are worse and I end up with the really unattractive one, there is always a chance that the more attractive one was a terrible person, so the reward is potentially higher in B and the risk is not that bad."
"438","d92q35yzepk","L9A","L","9","A","L9",7,0,"female",62,"correct","No matter what the probability is, I am going to run to win."
"439","zzej35yzkax","G5A","G","5","A","G5",7,0,"female",47,"correct","I chose indifferent because neither option sounded that positive."
"440","pudh35yzatj","L8B","L","8","B","L8",7,-1,"female",64,"correct","I thought I might have a better chance of no car damage."
"441","7jz335yz30r","G6A","G","6","A","G6",7,0,"female",27,"correct",NA
"442","5ddo35yzxy3","G12A","G","12","A","G12",7,2,"male",23,"correct","I just felt it was better to know the percentages."
"443","h4fu35yzqhd","L2A","L","2","A","L2",7,1,"male",28,"correct","I would rather know for sure the probability that I was bitten by one snake or another than have to think about an unknown probability."
"444","6io635yzaca","L9B","L","9","B","L9",7,-2,"male",54,"correct","I was thinking that a 50/50 split basically means that half the people didn't want you. id rather be a clear winner or loser."
"445","vf7835yzsgx","L8A","L","8","A","L8",7,3,"male",37,"correct","I will go with ""A"" since at least I know I have 50% chance that my car is safe."
"446","owpu35yzmhx","G6B","G","6","B","G6",7,-1,"female",45,"correct","I did not chose the 50% of my crush being at either party because then the likely hood would be the same for both. Choosing option A in which I don't know the percent chance would mean that there might be an 80% chance that my crush will be at the party. I feel I might have a better chance (that my crush will be at the party) with option A not knowing the percent chance. I think option B having a 50% chance can go either way."
"447","vk3a35yzhs0","L1A","L","1","A","L1",7,-1,"female",30,"correct",NA
"448","eway35yzw3d","L2B","L","2","B","L2",7,3,"female",41,"correct","I chose the answer because the probability, in my mind, is 50/50 in that either the bite was from a lethal snake or it was not. I did not base it off of the more accurate percentages that could be determined with the total population of each type of snake because I did not have that information."
"449","q8ew35yzfsc","G2B","G","2","B","G2",7,2,"male",34,"correct","At least in this case I would know what my odds were. It doesn't make much difference, it is just a minor comfort."
"450","ipn835yzrtc","L8A","L","8","A","L8",7,1,"female",36,"correct","I would honestly rather the hail storm not hit. Option B did not give specific percentages so it is possible that by selecting that one it could strongly swing one way or the other. Either way it is a gamble, so I would slightly prefer the one with more guaranteed even odds."
"451","oi7635yzocq","G4A","G","4","A","G4",7,-2,"female",40,"correct","I was thinking I would rather there be a higher percentage of the person I was hoping it would be, hoping it would be in my favor."
"452","qi5835yz5wv","G3A","G","3","A","G3",7,-2,"female",64,"correct","I'd rather not have a 50-50 choice, because there's no way to know which way it would go and I might stress over the percentages. I'd rather just know that there's a random probability it could go either way, and then I could just make my decision."
"453","3oyn35yzcwa","G11A","G","11","A","G11",7,1,"female",43,"correct","I chose the 50/50 option rather than the unknown because I wouldn't want to go to the place where the option could unknowingly be, say 5%."
"454","0r0535yz7x8","G2A","G","2","A","G2",7,-1,"male",46,"correct",NA
"455","8o2c35yzyx2","L6A","L","6","A","L6",7,0,"female",46,"correct","I don't think it would really matter if it was 50/50 or an unknown probability. I don't know how the probability could be much different from half and half."
"456","ka8i35yzhcd","L2B","L","2","B","L2",7,0,"male",39,"correct","I thought both answers were the saying the same thing."
"457","08zv35yzt7x","L4B","L","4","B","L4",7,2,"female",58,"correct",NA
"458","utch35yz4nk","G11A","G","11","A","G11",7,2,"male",30,"correct",NA
"459","jod735yzest","G8A","G","8","A","G8",7,3,"male",29,"correct",NA
"460","mcd735yz3ng","L12B","L","12","B","L12",7,0,"female",47,"correct","I chose no preference because I was thinking that I couldn't tell the difference between option A and option B -- mathematically, there may have been one, but I couldn't tell which was preferable so I chose no preference."
"461","10wp35yzl9y","G2A","G","2","A","G2",6,-1,"male",22,"correct",NA
"462","zkb135yz8sr","G1B","G","1","B","G1",7,1,"male",28,"correct",NA
"463","bsvn35yztvz","L8B","L","8","B","L8",7,0,"female",45,"correct","Both answers left me not knowing what happened to my car. Whether I had a 50% - 50% shot of my car being damaged or knowing it was or wasn't damaged seems the same to me. In either case, I still would not know the answer."
"464","jd6p35yz3zr","G3B","G","3","B","G3",7,0,"female",35,"correct","The risk of choosing a department not favored by my boss' boss seemed the same to me either way."
"465","ooxa35yzvev","G7A","G","7","A","G7",7,-3,"female",33,"correct",NA
"466","c7cf35yz0f2","L12B","L","12","B","L12",7,0,"female",39,"correct","There was a 50% chance no matter what choice I made."
"467","j9w735yz8bh","G4B","G","4","B","G4",7,2,"other",21,"correct",NA
"468","93wy35yzb3f","L12B","L","12","B","L12",7,0,"female",45,"correct",NA
"469","lgwr35yzqsg","L1B","L","1","B","L1",7,0,"male",57,"correct","Either way you are uncertain which will plummet and it is a 50/50 chance"
"470","2ejz35yzaug","L2A","L","2","A","L2",7,-1,"male",35,"correct","That was tough to answer"
"471","dytr35yzvdg","L10A","L","10","A","L10",7,0,"male",34,"correct",NA
"472","4dfz35yzm6z","L6B","L","6","B","L6",7,2,"male",50,"correct","I thought neither option was optimal but the known option was at least even odds."
"473","d9yp35yz7e5","G11B","G","11","B","G11",7,0,"female",48,"correct","I chose no preference because there wasn't any way to know which location the bird would be at."
"474","91x835yzab1","L11B","L","11","B","L11",7,2,"male",35,"correct",NA
"475","0alf35yztk3","G7A","G","7","A","G7",7,0,"female",45,"correct","I chose the middle choice because neither one was more helpful than the other in making the decision."
"476","3h0135yzsze","G7A","G","7","A","G7",7,0,"male",54,"correct",NA
"477","brf235yzd2r","L1B","L","1","B","L1",7,3,"male",51,"correct",NA
"478","a84935yzyg5","G11A","G","11","A","G11",7,1,"male",33,"correct",NA
"479","5j2t35yz02d","L5B","L","5","B","L5",7,1,"female",58,"correct",NA
"480","ivk635yzky3","L9B","L","9","B","L9",7,2,"male",32,"correct","For the question about the river flooding, it would obviously be better if my house were farther away from the river when it flooded, as this means my house is likely to be safe. For the question about re-election prospects, being 50-50 with my challenger means that at the very least, I am considered equal to my challenger and that the election could go either way. Not knowing the odds at all could mean that either I'm a terrible candidate, or I'm the best candidate, but I have no way of figuring out which applies to me."
"481","pd5035yzxqh","L1B","L","1","B","L1",7,0,"male",23,"correct",NA
"482","yv1p35yz74b","G5A","G","5","A","G5",7,0,"female",64,"correct","There was really no guarantee and A was a 50/50 while B was unknown- so it did not matter to me."
"483","8h6x35yznwy","G8B","G","8","B","G8",7,2,"female",41,"correct","I was thinking that the chances of either one being my date are out of control. I would rather have an even chance of it being either. The other choice was blind, it could have had a much higher probability of being the less attractive one. 50% chance of the really attractive one is good enough odds for me."
"484","0h6v35yzzg7","L11B","L","11","B","L11",7,1,"male",31,"correct","rather go with two 50% probabilities than undisclosed probabilities which could be 80% or higher."
"485","da0e35yzmni","G1A","G","1","A","G1",6,0,"male",30,"correct",NA
"486","65a135yzwzx","L7A","L","7","A","L7",7,1,"female",48,"correct","My thought was that it was better to understand my odds than to not know the odds at all."
"487","p8i435yzy8j","L9B","L","9","B","L9",7,-1,"female",51,"correct","I was thinking about how I would feel in that moment. I hoped that my chances were better than 50/50 because that doesn't sound good to me."
"488","kc5035yzpbc","L10B","L","10","B","L10",7,0,"male",40,"correct","I thought that it would have made little difference for me to know in which of the two situation I was, it was always something outside of my control, so I picked neutral"
"489","kgw035yztrp","G10A","G","10","A","G10",7,-2,"female",29,"correct","I decided I would probably take a chance and hope fortune was in my favor."
"490","3bxd35yzy6y","G3B","G","3","B","G3",7,0,"male",31,"correct",NA
"491","xw4d35yzqsb","L6B","L","6","B","L6",7,1,"female",36,"correct","I tried placing myself in the situation and how I would feel."
"492","ut2o35yz90w","G11A","G","11","A","G11",7,-3,"male",44,"correct",NA
"493","mqhr35yzbtt","G2B","G","2","B","G2",7,0,"female",34,"correct","It was a 50/50 chance if I picked the company that was going to grow the most."
"494","tjty35yzeuo","L11A","L","11","A","L11",7,2,"male",56,"correct","Known probabilities are better to know"
"495","llyp35yzufg","G1A","G","1","A","G1",7,3,"female",28,"correct","I feel like I would be more comfortable knowing there was a 50/50 chance instead of an unknown amount."
"496","f44y35yzjqr","G6B","G","6","B","G6",7,0,"male",31,"correct","it was 50/50"
"497","877935yz9qw","G2A","G","2","A","G2",7,1,"male",40,"correct",NA
"498","aqsl35yz10w","L1A","L","1","A","L1",7,2,"male",44,"correct",NA
"499","5lg135yzlmf","G4B","G","4","B","G4",7,-1,"female",27,"correct",NA
"500","3hr635yz761","G8B","G","8","B","G8",7,0,"female",42,"correct","it didn't matter if i knew the chances or not. i didn't know which one was my date. i was thinking i would like a definitive answer about which one was my date."
"501","msim35yznov","G9A","G","9","A","G9",7,2,"female",44,"correct","I think I'd rather know the percentage upfront rather than have to worry about it."
"502","7imd35yzkbu","L3A","L","3","A","L3",7,-2,"male",28,"correct","50/50 is quite high for the bad insect. I was hoping for better odds with the unknown."
"503","5h9t35yzxxv","L11B","L","11","B","L11",7,2,"female",43,"correct","I prefer a fifty fifty scenario rather than something unknown."
"504","l9vi35yzvbz","L7A","L","7","A","L7",7,2,"female",31,"correct",NA
"505","xgxl35yz6jv","G9B","G","9","B","G9",7,2,"male",38,"correct","I was thinking about my child and it not really matter, must that my child would be happy."
"506","molg35yzxya","L2A","L","2","A","L2",7,-2,"male",37,"correct","Could be 1% chance for lethal snake. I like those odds."
"507","0sou35yz8xr","L3A","L","3","A","L3",7,0,"female",36,"correct","I didn't think there was much of a difference between the two options."
"508","3lun35yzz7k","G1A","G","1","A","G1",7,0,"male",28,"correct",NA
"509","am8j35yzl8d","L3B","L","3","B","L3",7,-3,"male",36,"correct",NA
"510","t6n535yzi3a","L9B","L","9","B","L9",7,-3,"female",59,"correct","I know I will either win or lose but there also is a bigger chance that I will win either more or less than fifty or fifty."
"511","gfkx35yzua2","L4B","L","4","B","L4",7,-2,"female",42,"correct",NA
"512","iioa35yz4g0","G7A","G","7","A","G7",7,-3,"male",42,"correct","It is the situation I would actually be in because there would be no way to know where the school would be built. I'd rather focus on everything else about the homes in question and whatever happens with the school happens."
"513","cgzb35yz6nw","G8B","G","8","B","G8",7,2,"female",57,"correct","I would rather have the odds be even than the possibility that the more attractive person was low odds"
"514","xf8r35yz583","L5A","L","5","A","L5",7,0,"male",47,"correct","I tried to put myself in both situations, and there was no difference in my reaction to it. It could be worse if I chose the non 50/50 option"
"515","0rbb35yzjq8","G10A","G","10","A","G10",7,0,"male",54,"correct","It's a 50 50 chance, at least that's how I read it, so it didn't matter how I chose."
"516","0mdn35yzu3l","L9A","L","9","A","L9",7,-3,"male",39,"correct","There would be more room for hope if you didn't know the exact numbers."
"517","9qqi35yz6vs","L2A","L","2","A","L2",7,2,"male",38,"correct","I want to avoid a higher risk."
"518","3ryb35yzmts","L12A","L","12","A","L12",7,2,"female",34,"correct",NA
"519","q6ob35yz6s6","G9A","G","9","A","G9",7,3,"male",36,"correct","I prefer knowing the odds."
"520","uhy235yziy4","G2B","G","2","B","G2",7,0,"female",51,"correct",NA
"521","f3xf35yzq3c","G9A","G","9","A","G9",7,0,"female",33,"correct","They both had about the same probability and both the child enjoyed"
"522","a99m35yznca","L10A","L","10","A","L10",7,0,"female",46,"correct",NA
"523","c1sl35yz34s","G9B","G","9","B","G9",7,-2,"male",28,"correct",NA
"524","73xl35yzajx","G4B","G","4","B","G4",7,0,"female",47,"correct","The last question didn't seem to have any advantage either way, so I chose the middle option."
"525","pnlc35yzkui","L10B","L","10","B","L10",7,0,"male",32,"correct","With no additional information I couldn't see much benefit to either choice."
"526","wice35yzph9","G4A","G","4","A","G4",7,-2,"male",27,"correct",NA
"527","i4ew35yzpyu","L8A","L","8","A","L8",7,-1,"male",24,"correct",NA
"528","wu4135yzjnj","L1B","L","1","B","L1",7,0,"female",54,"correct","Either situation seemed impossible to predict with any certainty which stock would be better off sold, so it didn't seem to matter - I chose no preference."
"529","kk4735yz544","G8A","G","8","A","G8",7,3,"female",39,"correct","I would prefer to know the odds of my choice. I know that it would not matter in the long run, but I like odds."
"530","4skw35yzvpo","L8B","L","8","B","L8",7,2,"female",61,"correct","I thought I'd rather know the odds than jump to the conclusion that my car had been damaged for sure."
"531","bg4335yzjo5","G10B","G","10","B","G10",7,0,"male",41,"correct",NA
"532","q8w635yz643","L6B","L","6","B","L6",7,2,"male",36,"correct","I was thinking about the fact that the situation is already uncertain, so how much of the uncertainty could I remove from the situation?  At least knowing the percentages removes that bit of uncertainty from the equation."
"533","l6jz35yz4yt","L6B","L","6","B","L6",7,1,"male",31,"correct",NA
"534","khmy35yzh9i","L3A","L","3","A","L3",7,0,"female",25,"correct",NA
"535","bkwv35yzhcx","G3A","G","3","A","G3",7,3,"female",55,"correct","Because the question was about getting a promotion"
"536","h91m35yz95n","L2B","L","2","B","L2",7,1,"male",46,"correct",NA
"537","kbf135yztxf","L6A","L","6","A","L6",7,0,"male",41,"correct","Neither option seemed great so I didn't particularly care about whether I knew the odds or didn't."
"538","iq8035yz5uv","G11A","G","11","A","G11",7,0,"male",24,"correct","I really couldn't care less about seeing a rare bird, so I chose indifferent. The situation is so far removed from my reality, I couldn't care to make a meaningful choice on if I wanted to take a risk to get better odds than 50%."
"539","b9w235yz0km","L7A","L","7","A","L7",7,2,"male",57,"correct",NA
"540","f6uy35yzmys","G2A","G","2","A","G2",7,0,"male",30,"correct","If I don't have any insider information, it doesn't really matter to me who gets the funding."
"541","fyai35yz7zu","L7A","L","7","A","L7",7,2,"female",45,"correct",NA
"542","7ypk35yzqsl","G9B","G","9","B","G9",5,-2,"male",35,"correct",NA
"543","rhcr35yz1bz","L10B","L","10","B","L10",7,-2,"male",28,"correct",NA
"544","dn2d35yz069","L6A","L","6","A","L6",7,0,"male",48,"correct",NA
"545","e3i135yz5y9","L6A","L","6","A","L6",7,2,"male",46,"correct","I wanted to have a 50% chance of ending up with the better looking date."
"546","mkyx35yzd2q","G10B","G","10","B","G10",7,3,"male",36,"correct","If I can know the percentage, I can remove some of the uncertainty/ambiguity from the situation."
"547","fptm35yzu6a","G2B","G","2","B","G2",7,-1,"male",40,"correct",NA
"548","6jbb35yzygb","G1A","G","1","A","G1",7,2,"male",34,"correct","The chances could have been a lot worse than 50/50. I thought about the money I might gain or lose, then made a choice."
"549","bfbc35yz8z2","L2A","L","2","A","L2",7,1,"female",42,"correct","Not knowing the probability for the second option means that the lethal snake could have had a high probability of being the snake that bit me. I thought maybe I was better off with 50/50 in that case."
"550","z83s35yzi34","L4B","L","4","B","L4",7,0,"male",34,"correct",NA
"551","j21y35yz28l","L8A","L","8","A","L8",7,-2,"female",31,"correct",NA
"552","5tvz35yz7cp","G8A","G","8","A","G8",7,3,"female",45,"correct",NA
"553","9ch935yz0cf","L2A","L","2","A","L2",7,0,"male",40,"correct","Because it would have made no difference on how much uncertain I feel about the bite, it could have also being worst"
"554","c77135yztnx","G11B","G","11","B","G11",7,3,"female",36,"correct","Having a 50/50 chance is better."
"555","485235yzqdy","G2B","G","2","B","G2",7,0,"female",38,"correct",NA
"556","fwg535yzm2e","G2A","G","2","A","G2",7,1,"male",30,"correct",NA
"557","ctvq35yz67h","L2A","L","2","A","L2",7,-1,"female",40,"correct","I thought that a 50% chance of the snake being poisonous seemed pretty steep.  I thought that there could be a lower percent with the other option."
"558","2hd535yzuq4","G4B","G","4","B","G4",7,-2,"male",36,"correct","I would prefer being in a situation where it was possible that my crush had a higher than 50% chance of liking me back."
"559","gzj635yzhyp","L5B","L","5","B","L5",7,-1,"female",22,"correct","I chose the answer I did because while neither situation seemed very good, one of them simply had a 50-50 chance of having either pathogen and the other one was more unknown. I think I would prefer to be in a situation where it's unknown which pathogen variant I have and/or the likelihood of having either is unknown than knowing for certain that there's a 50% chance of having a really bad variant. Those odds are not good."
"560","8tao35yz1d2","L7A","L","7","A","L7",7,0,"female",34,"correct","I chose that because there is a likely probability of losing money either way, so I went with the one where it was indifferent as there will always be a chance for losing."
"561","zsw935yz97m","G2A","G","2","A","G2",7,3,"female",59,"correct","Even odds are usually better than unknown odds."
"562","oa5p35yzuny","L9A","L","9","A","L9",7,-2,"male",27,"correct","I chose the situation in which I don't know the chances, the 50/50 situation would be more stressful for me I guess."
"563","2spf35yztfl","G2A","G","2","A","G2",7,0,"male",44,"correct","50 50 chance that whatever decision I made was going to be the right one so I wasn't leaning one way or the other in the decision process."
"564","mt7r35yzkxm","G11A","G","11","A","G11",7,2,"female",40,"correct","I'm just trying to figure out the probability."
"565","qc9i35yz61a","G4A","G","4","A","G4",7,-2,"male",24,"correct",NA
"566","21q335yz2fe","L9B","L","9","B","L9",7,0,"female",42,"correct",NA
"567","3pjw35yzlk0","L11B","L","11","B","L11",7,2,"male",37,"correct","I'd rather have a house safe from flooding, and I'd rather know the odds of my kid's program being discontinued."
"568","3uya35yzcg3","G4A","G","4","A","G4",7,0,"female",35,"correct",NA
"569","rlgz35yze34","L1B","L","1","B","L1",7,2,"female",62,"correct","I was thinking that in either question, I do not which one is going to drop, and with scenario A there was more angst because what if I choose the one that isn't going to drop and there was an 80% chance it wouldn't happen, I would have more seller's remorse than if it was the 50/50 scenario."
"570","87ql35yzkza","G4A","G","4","A","G4",7,0,"female",38,"correct",NA
"571","cltp35yz3i0","L9A","L","9","A","L9",7,0,"female",33,"correct","because the election isnt set yet"
"572","j00j35yzevm","L12A","L","12","A","L12",7,3,"female",37,"correct","I'd rather know for sure than face a huge budget cut."
"573","3uh735yzimg","G3A","G","3","A","G3",7,2,"female",40,"correct",NA
"574","ipxl35yzdqw","L8B","L","8","B","L8",7,-3,"male",51,"correct",NA
"575","uc0t35yzl7e","G10B","G","10","B","G10",7,3,"male",37,"correct","At least I know that I have a 50-50 probable."
"576","rcfa35yz5ct","L6A","L","6","A","L6",7,1,"female",36,"correct","I chose the answers that I did because they were the most preferable options for me."
"577","8ymw35yz3mp","L7A","L","7","A","L7",7,2,"male",31,"correct","My main thought was that, since this was a casino gambling game and since 'the house always wins', the probability that there would be more red balls (even just by one) would be the likely outcome."
"578","rj5935yzash","G10B","G","10","B","G10",7,1,"female",28,"correct","I was tempted to pick ""No preference"". I ended up leaning a little more to choice B, because I at least knew what the probability was. Choice A could've been a 1% chance to pick a red ball for all I knew."
"579","xuda35yz8eh","G3B","G","3","B","G3",7,1,"female",26,"correct","There's uncertainty either way. I just went with the option that has a defined probability."
"580","gzh935yz1cs","G1A","G","1","A","G1",7,1,"female",47,"correct","Choice B seemed too risky."
"581","j0s635yzhq8","G4B","G","4","B","G4",7,3,"male",28,"correct","Based on the scenario given and the likelihood that its can be a 50/50."
"582","zrzn35yzpl6","G9A","G","9","A","G9",7,2,"female",45,"correct","That 50/50 was a slightly better situation, because otherwise you could have even a 0% chance. I preferred knowing the exact probability."
"583","7jmx35yz7q2","L6A","L","6","A","L6",5,0,"female",51,"correct","I think it is probably a lose/lose situation, therefore, I have no preference."
"584","qo2k35yz8vg","G12B","G","12","B","G12",7,3,"male",43,"correct","Option B stated that both drugs have the same results."
"585","n41q35yzqsh","G6A","G","6","A","G6",7,1,"male",42,"correct",NA
"586","meg335yzk3k","G6B","G","6","B","G6",7,0,"female",54,"correct","because neither A nor B really gave any benefit in my opinion"
"587","xyox35yzjtb","L1A","L","1","A","L1",7,0,"female",56,"correct","That both options were pretty similar, so it made no difference to me."
"588","q4sv35yzmzu","L5B","L","5","B","L5",7,2,"male",24,"correct","I picked what would be best for me"
"589","y9jh35yz5jw","G6A","G","6","A","G6",7,0,"female",41,"correct","There was no sure chance that I would be able to be at a party with my crush.  50/50 at the one.  3 hour distance between the two so I just chose no preference."
"590","96ne35yzvre","G8A","G","8","A","G8",7,3,"female",45,"correct",NA
"591","jn7m35yzsdx","G9B","G","9","B","G9",7,-1,"male",43,"correct",NA
"592","ayet35yzw75","G4B","G","4","B","G4",7,2,"female",36,"correct",NA
"593","c5as35yzose","L1B","L","1","B","L1",7,2,"male",31,"correct","I thought about the implied probability because I wanted to reduce overall risk and loss. For option A the possibilities of scenarios are far greater than B (small chance of A rising, and B falling, small chance of A rising and big chance of B falling, etc). By knowing the risk of a specific option I can assume the overall probable outcome"
"594","tdcm35yznam","L3A","L","3","A","L3",7,0,"male",57,"correct",NA
"595","pfoh35yzolg","L10A","L","10","A","L10",7,1,"female",40,"correct","I tried to figure what would be the best situation for me."
"596","x8dh35yzzd0","L7A","L","7","A","L7",7,0,"female",44,"correct","In all honesty in a situation like that there is no winning situation. Your going to lose either way with those odds"
"597","11s135yz90x","L1A","L","1","A","L1",7,0,"male",49,"correct","I was thinking that both options are very unappealing. Either way, I don't know which stock to sell and which one to keep. It would be far more useful to simply know which stock will plummet."
"598","p01n35yzz87","L3B","L","3","B","L3",7,1,"female",27,"correct",NA
"599","hqra35yz9n4","L11A","L","11","A","L11",7,2,"female",51,"correct",NA
"600","3gi135yzknc","G11B","G","11","B","G11",7,1,"female",31,"correct",NA
"601","uj9b35yzpi8","L11A","L","11","A","L11",7,2,"male",53,"correct",NA
"602","b2n535yz0nn","L3A","L","3","A","L3",7,-2,"female",37,"correct","I was considering if it would matter which type of insect it was."
"603","nyra35yzzzq","L1B","L","1","B","L1",7,2,"female",33,"correct","I thought that a known 50% probability for two stocks was a more comfortable psychological situation than an unknown probability of plummet for each."
"604","svad35yzu3l","G9A","G","9","A","G9",7,0,"male",35,"correct","I would just let my child choose which they wanted to do since the 50/50 odds are unhelpful and not knowing the odds are equally unhelpful in the decision making process."
"605","1hh635yz6f1","L2A","L","2","A","L2",7,0,"female",60,"correct",NA
"606","f86235yzgh5","L10B","L","10","B","L10",7,0,"female",52,"correct","Both answers did not include any likelihood that one was better than the other. It would be just a gamble choosing either one so it wouldn't matter one way or the other and I would just pick which ever one they needed my help at the most at the present time."
"607","nrbc35yzwox","L3B","L","3","B","L3",7,1,"female",56,"correct","there was a chance that it would not be the worse case."
"608","nz4n35yzon8","L6B","L","6","B","L6",7,3,"female",37,"correct","There were two options 50/50 chance"
"609","cjo135yzwnq","G7A","G","7","A","G7",7,-2,"male",34,"correct","Choice A only gives me a 50 percent chance of having the school built there, while Choice B might give me a higher percentage chance of having the great school in that town."
"610","qz5w35yzybk","G5A","G","5","A","G5",7,2,"male",25,"correct",NA
"611","tol535yz3gw","L7B","L","7","B","L7",7,-2,"male",33,"correct","Both choices seemed similar, in either case you do not know which color ball you are going to pick. Hence I picked the first choice."
"612","l8nu35yzk8x","G9B","G","9","B","G9",7,-2,"male",34,"correct","I picked it because I think I'd most likely them get some funding then the chance they could end up getting nothing at all."
"613","ft1835yzutu","L8A","L","8","A","L8",7,0,"female",28,"correct",NA
"614","3vyb35yza1o","G10B","G","10","B","G10",7,3,"male",52,"correct","the chance of having a 50% chance of winning a $1000 seemed better"
"615","mbfb35yzs5j","L6A","L","6","A","L6",7,3,"male",33,"correct",NA
"616","yzq135yz8hi","G11A","G","11","A","G11",7,2,"female",33,"correct","If I didn't know the probability then i could end up going to a reserve with only 2% chance of having the bird, and basically have no chance of seeing it, without even knowing."
"617","e1lb35yzj1u","G1B","G","1","B","G1",7,-2,"female",46,"correct","The probability in the 50/50 scenario was known, I chose the other option because maybe the probability would work out more in my favor."
"618","ya0035yzv0h","L3A","L","3","A","L3",7,2,"female",55,"correct","Knowing the odds would help me decide what to do next."
"619","kavz35yzlf4","G2B","G","2","B","G2",7,0,"male",29,"correct",NA
"620","fngk35yz06n","G11A","G","11","A","G11",7,2,"female",38,"correct","Because the question is all about spotting the bird."
"621","veis35yzwl8","G1A","G","1","A","G1",7,2,"female",63,"correct","I chose that answer because the outcome seemed to me that it would impact me the least potentially negatively."
"622","d75g35yzd0g","G12B","G","12","B","G12",7,-2,"female",32,"correct","I would rather not know and I hope I chose the right pill then know a probability"
"623","cyl935yz05i","G7A","G","7","A","G7",6,-1,"male",25,"correct",NA
"624","gddz35yz506","L3B","L","3","B","L3",7,1,"male",40,"correct",NA
"625","0d3y35yzsu3","L5B","L","5","B","L5",7,0,"male",38,"correct",NA
"626","bzps35yzoka","G10A","G","10","A","G10",7,2,"male",25,"correct",NA
"627","y1zq35yz5r6","G3A","G","3","A","G3",7,0,"male",47,"correct","If I don't know the probability, to me it's as if there were equal probability (50/50)."
"628","ve0r35yzu42","L8B","L","8","B","L8",7,0,"female",31,"correct","I thought that in either case, I did not know definitely what the outcome would be until I got back. Therefore, I had no preference for either choice."
"629","xtrx35yzqdp","G3B","G","3","B","G3",7,1,"female",42,"correct",NA
"630","528635yzezv","L10B","L","10","B","L10",7,2,"female",44,"correct",NA
"631","z7bn35yz7l0","G10B","G","10","B","G10",7,3,"female",58,"correct","I preferred knowing that my chances were 50-50."
"632","h2e935yz68p","L4B","L","4","B","L4",7,0,"male",24,"correct",NA
"633","lr4x35yzhox","L8B","L","8","B","L8",7,3,"female",33,"correct",NA
"634","cx0k35yzzgj","G9A","G","9","A","G9",7,2,"female",36,"correct",NA
"635","3cf935yzflt","L1A","L","1","A","L1",7,0,"female",36,"correct","Both choices had an equal chance of having a negative consequence so I was indifferent."
"636","0wmz35yz6n8","L2B","L","2","B","L2",7,1,"female",31,"correct",NA
"637","rqwb35yz5p2","G7A","G","7","A","G7",7,0,"female",50,"correct","both answers inferred that the actual probability for where the school would be built was unknown"
"638","jdfa35yz42e","G11B","G","11","B","G11",7,-2,"female",38,"correct","I liked the 50/50 odds better, but wasn't tied to 100% to that scenario, hence the probably"
"639","yqxs35yz2ne","G2B","G","2","B","G2",7,0,"female",54,"correct","I picked no preference because I could only chose one job either X or Y. The companies could afford to hire me even without receiving this investment. It seemed that I had a chance with either company, so no preference was picked."
"640","60i035yz1xl","G9B","G","9","B","G9",7,2,"female",55,"correct","I think I would like to know the chances so I know what I am going up against."
"641","vzys35yzsqq","L10A","L","10","A","L10",5,1,"female",50,"correct","I would rather that the odds be even. That way I'd just give everything I had to the job and know that there was an even chance my branch would close. If the other choice were the case, I would always be wondering if my branch was the one that had a higher percentage of closing. I know it doesn't make much sense, but that's my gut feeling on it."
"642","osvf35yzfgm","L12B","L","12","B","L12",7,0,"female",50,"correct",NA
"643","m32635yzqx4","L1B","L","1","B","L1",7,1,"male",51,"correct","Practically speaking the options are identical, but I'd prefer to know the odds, so a slight preference there."
"644","bx7h35yzwgg","L3B","L","3","B","L3",7,3,"female",21,"correct",NA
"645","a7x235yzmq3","L6B","L","6","B","L6",7,-1,"male",32,"correct","I felt like there was a better chance of getting the attractive person as my partner if I chose a random chance option; I'm not at all confident that is actually true, total guess."
"646","gni635yzqen","G3A","G","3","A","G3",7,3,"male",31,"correct","I'd rather know the odds than not, regardless if I can affect the outcome or not."
