"","subject","condition","vignetteType","vignetteNumber","answerOrder","dummyVignetteAnswer","vignetteAnswer","gender","age","postquestion1","postquestion2"
"467","ggdk35yzn0v","L1B","L",1,"B","7","4","female","37","correct",""
"468","joxo35yzoey","L7A","L",7,"A","3","3","male","27","correct",""
"469","rt8a35yzxeg","L8A","L",8,"A","7","5","female","51","correct","There was a 50 percent chance of damage in one scenario. The other scenario offered the possibility that there was a lower chance. No guarantee of course but worth the gamble. "
"470","kx5735yzy12","L6A","L",6,"A","7","6","female","33","correct","B has the possibility of having a greater chance that the one I want is my date. With A being known 50/50, the chance of it being different in my favor for B is better for me. Also, even if the chances are worse and I end up with the really unattractive one, there is always a chance that the more attractive one was a terrible person, so the reward is potentially higher in B and the risk is not that bad."
"471","d92q35yzepk","L9A","L",9,"A","7","4","female","62","correct","No matter what the probability is, I am going to run to win."
"472","zzej35yzkax","G5A","G",5,"A","7","4","female","47","correct","I chose indifferent because neither option sounded that positive."
"473","pudh35yzatj","L8B","L",8,"B","7","3","female","64","correct","I thought I might have a better chance of no car damage."
"474","7jz335yz30r","G6A","G",6,"A","7","4","female","27","correct",""
"475","5ddo35yzxy3","G12A","G",12,"A","7","2","male","23","correct","I just felt it was better to know the percentages. "
"476","h4fu35yzqhd","L2A","L",2,"A","7","3","male","28","correct","I would rather know for sure the probability that I was bitten by one snake or another than have to think about an unknown probability."
"477","6io635yzaca","L9B","L",9,"B","7","2","male","54","correct","I was thinking that a 50/50 split basically means that half the people didn't want you. id rather be a clear winner or loser."
"478","vf7835yzsgx","L8A","L",8,"A","7","1","male","37","correct","I will go with ""A"" since at least I know I have 50% chance that my car is safe."
"479","owpu35yzmhx","G6B","G",6,"B","7","3","female","45","correct","I did not chose the 50% of my crush being at either party because then the likely hood would be the same for both. Choosing option A in which I don't know the percent chance would mean that there might be an 80% chance that my crush will be at the party. I feel I might have a better chance (that my crush will be at the party) with option A not knowing the percent chance. I think option B having a 50% chance can go either way. "
"480","vk3a35yzhs0","L1A","L",1,"A","7","5","female","30","correct",""
"481","eway35yzw3d","L2B","L",2,"B","7","7","female","41","correct","I chose the answer because the probability, in my mind, is 50/50 in that either the bite was from a lethal snake or it was not. I did not base it off of the more accurate percentages that could be determined with the total population of each type of snake because I did not have that information. "
"482","q8ew35yzfsc","G2B","G",2,"B","7","6","male","34","correct","At least in this case I would know what my odds were. It doesn't make much difference, it is just a minor comfort."
"483","ipn835yzrtc","L8A","L",8,"A","7","3","female","36","correct","I would honestly rather the hail storm not hit. Option B did not give specific percentages so it is possible that by selecting that one it could strongly swing one way or the other. Either way it is a gamble, so I would slightly prefer the one with more guaranteed even odds."
"484","oi7635yzocq","G4A","G",4,"A","7","6","female","40","correct","I was thinking I would rather there be a higher percentage of the person I was hoping it would be, hoping it would be in my favor."
"485","qi5835yz5wv","G3A","G",3,"A","7","6","female","64","correct","I'd rather not have a 50-50 choice, because there's no way to know which way it would go and I might stress over the percentages. I'd rather just know that there's a random probability it could go either way, and then I could just make my decision."
"486","3oyn35yzcwa","G11A","G",11,"A","7","3","female","43","correct","I chose the 50/50 option rather than the unknown because I wouldn't want to go to the place where the option could unknowingly be, say 5%. "
"487","0r0535yz7x8","G2A","G",2,"A","7","5","male","46","correct",""
"488","8o2c35yzyx2","L6A","L",6,"A","7","4","female","46","correct","I don't think it would really matter if it was 50/50 or an unknown probability. I don't know how the probability could be much different from half and half. "
"489","ka8i35yzhcd","L2B","L",2,"B","7","4","male","39","correct","I thought both answers were the saying the same thing. "
"490","eyfl35yz4du","G2A","G",2,"A","6","3","male","29","incorrect",""
"491","08zv35yzt7x","L4B","L",4,"B","7","6","female","58","correct",""
"492","utch35yz4nk","G11A","G",11,"A","7","2","male","30","correct",""
"493","jod735yzest","G8A","G",8,"A","7","1","male","29","correct",""
"494","mcd735yz3ng","L12B","L",12,"B","7","4","female","47","correct","I chose no preference because I was thinking that I couldn't tell the difference between option A and option B -- mathematically, there may have been one, but I couldn't tell which was preferable so I chose no preference.  "
"495","10wp35yzl9y","G2A","G",2,"A","6","5","male","22","correct",""
"496","zkb135yz8sr","G1B","G",1,"B","7","5","male","28","correct",""
"497","bsvn35yztvz","L8B","L",8,"B","7","4","female","45","correct","Both answers left me not knowing what happened to my car. Whether I had a 50% - 50% shot of my car being damaged or knowing it was or wasn't damaged seems the same to me. In either case, I still would not know the answer."
"498","jd6p35yz3zr","G3B","G",3,"B","7","4","female","35","correct","The risk of choosing a department not favored by my boss' boss seemed the same to me either way."
"499","ooxa35yzvev","G7A","G",7,"A","7","7","female","33","correct",""
"500","c7cf35yz0f2","L12B","L",12,"B","7","4","female","39","correct","There was a 50% chance no matter what choice I made."
"501","j9w735yz8bh","G4B","G",4,"B","7","6","other","21","correct",""
"502","93wy35yzb3f","L12B","L",12,"B","7","4","female","45","correct",""
"503","lgwr35yzqsg","L1B","L",1,"B","7","4","male","57","correct","Either way you are uncertain which will plummet and it is a 50/50 chance"
"504","2ejz35yzaug","L2A","L",2,"A","7","5","male","35","correct","That was tough to answer"
"505","dytr35yzvdg","L10A","L",10,"A","7","4","male","34","correct",""
"506","4dfz35yzm6z","L6B","L",6,"B","7","6","male","50","correct","I thought neither option was optimal but the known option was at least even odds."
"507","d9yp35yz7e5","G11B","G",11,"B","7","4","female","48","correct","I chose no preference because there wasn't any way to know which location the bird would be at. "
"508","91x835yzab1","L11B","L",11,"B","7","6","male","35","correct",""
"509","0alf35yztk3","G7A","G",7,"A","7","4","female","45","correct","I chose the middle choice because neither one was more helpful than the other in making the decision."
"510","3h0135yzsze","G7A","G",7,"A","7","4","male","54","correct",""
"511","brf235yzd2r","L1B","L",1,"B","7","7","male","51","correct",""
"512","a84935yzyg5","G11A","G",11,"A","7","3","male","33","correct",""
"513","57h135yzsph","L5A","L",5,"A","3","1","male","35","correct","I would rather have a 50/50 shot of being sick, since I didn't like not knowing the odds in the other scenario."
"514","5j2t35yz02d","L5B","L",5,"B","7","5","female","58","correct",""
"515","ivk635yzky3","L9B","L",9,"B","7","6","male","32","correct","For the question about the river flooding, it would obviously be better if my house were farther away from the river when it flooded, as this means my house is likely to be safe. For the question about re-election prospects, being 50-50 with my challenger means that at the very least, I am considered equal to my challenger and that the election could go either way. Not knowing the odds at all could mean that either I'm a terrible candidate, or I'm the best candidate, but I have no way of figuring out which applies to me."
"516","pd5035yzxqh","L1B","L",1,"B","7","4","male","23","correct",""
"517","yv1p35yz74b","G5A","G",5,"A","7","4","female","64","correct","There was really no guarantee and A was a 50/50 while B was unknown- so it did not matter to me."
"518","8h6x35yznwy","G8B","G",8,"B","7","6","female","41","correct","I was thinking that the chances of either one being my date are out of control. I would rather have an even chance of it being either. The other choice was blind, it could have had a much higher probability of being the less attractive one. 50% chance of the really attractive one is good enough odds for me."
"519","0h6v35yzzg7","L11B","L",11,"B","7","5","male","31","correct","rather go with two 50% probabilities than undisclosed probabilities which could be 80% or higher."
"520","da0e35yzmni","G1A","G",1,"A","6","4","male","30","correct",""
"521","35s635yzjri","L8A","L",8,"A","4","4","male","48","correct",""
"522","65a135yzwzx","L7A","L",7,"A","7","3","female","48","correct","My thought was that it was better to understand my odds than to not know the odds at all."
"523","p8i435yzy8j","L9B","L",9,"B","7","3","female","51","correct","I was thinking about how I would feel in that moment. I hoped that my chances were better than 50/50 because that doesn't sound good to me."
"524","kc5035yzpbc","L10B","L",10,"B","7","4","male","40","correct","I thought that it would have made little difference for me to know in which of the two situation I was, it was always something outside of my control, so I picked neutral"
"525","kgw035yztrp","G10A","G",10,"A","7","6","female","29","correct","I decided I would probably take a chance and hope fortune was in my favor."
"526","3bxd35yzy6y","G3B","G",3,"B","7","4","male","31","correct",""
"527","xw4d35yzqsb","L6B","L",6,"B","7","5","female","36","correct","I tried placing myself in the situation and how I would feel. "
"528","ut2o35yz90w","G11A","G",11,"A","7","7","male","44","correct",""
"529","mqhr35yzbtt","G2B","G",2,"B","7","4","female","34","correct","It was a 50/50 chance if I picked the company that was going to grow the most."
"530","tjty35yzeuo","L11A","L",11,"A","7","2","male","56","correct","Known probabilities are better to know "
"531","llyp35yzufg","G1A","G",1,"A","7","1","female","28","correct","I feel like I would be more comfortable knowing there was a 50/50 chance instead of an unknown amount."
"532","f44y35yzjqr","G6B","G",6,"B","7","4","male","31","correct","it was 50/50"
"533","877935yz9qw","G2A","G",2,"A","7","3","male","40","correct",""
"534","aqsl35yz10w","L1A","L",1,"A","7","2","male","44","correct",""
"535","wzph35yzhfy","G8A","G",8,"A","2","6","female","28","correct",""
"536","5lg135yzlmf","G4B","G",4,"B","7","3","female","27","correct",""
"537","3hr635yz761","G8B","G",8,"B","7","4","female","42","correct","it didn't matter if i knew the chances or not. i didn't know which one was my date. i was thinking i would like a definitive answer about which one was my date."
"538","msim35yznov","G9A","G",9,"A","7","2","female","44","correct","I think I'd rather know the percentage upfront rather than have to worry about it.  "
"539","7imd35yzkbu","L3A","L",3,"A","7","6","male","28","correct","50/50 is quite high for the bad insect. I was hoping for better odds with the unknown. "
"540","5h9t35yzxxv","L11B","L",11,"B","7","6","female","43","correct","I prefer a fifty fifty scenario rather than something unknown. "
"541","l9vi35yzvbz","L7A","L",7,"A","7","2","female","31","correct",""
"542","xgxl35yz6jv","G9B","G",9,"B","7","6","male","38","correct","I was thinking about my child and it not really matter, must that my child would be happy."
"543","molg35yzxya","L2A","L",2,"A","7","6","male","37","correct","Could be 1% chance for lethal snake. I like those odds."
"544","0sou35yz8xr","L3A","L",3,"A","7","4","female","36","correct","I didn't think there was much of a difference between the two options."
"545","3lun35yzz7k","G1A","G",1,"A","7","4","male","28","correct",""
"546","am8j35yzl8d","L3B","L",3,"B","7","1","male","36","correct",""
"547","t6n535yzi3a","L9B","L",9,"B","7","1","female","59","correct","I know I will either win or lose but there also is a bigger chance that I will win either more or less than fifty or fifty."
"548","gfkx35yzua2","L4B","L",4,"B","7","2","female","42","correct",""
"549","iioa35yz4g0","G7A","G",7,"A","7","7","male","42","correct","It is the situation I would actually be in because there would be no way to know where the school would be built. I'd rather focus on everything else about the homes in question and whatever happens with the school happens."
"550","cgzb35yz6nw","G8B","G",8,"B","7","6","female","57","correct","I would rather have the odds be even than the possibility that the more attractive person was low odds"
"551","xf8r35yz583","L5A","L",5,"A","7","4","male","47","correct","I tried to put myself in both situations, and there was no difference in my reaction to it. It could be worse if I chose the non 50/50 option"
"552","0rbb35yzjq8","G10A","G",10,"A","7","4","male","54","correct","It's a 50 50 chance, at least that's how I read it, so it didn't matter how I chose."
"553","0mdn35yzu3l","L9A","L",9,"A","7","7","male","39","correct","There would be more room for hope if you didn't know the exact numbers."
"554","9qqi35yz6vs","L2A","L",2,"A","7","2","male","38","correct","I want to avoid a higher risk."
"555","3ryb35yzmts","L12A","L",12,"A","7","2","female","34","correct",""
"556","q6ob35yz6s6","G9A","G",9,"A","7","1","male","36","correct","I prefer knowing the odds."
"557","uhy235yziy4","G2B","G",2,"B","7","4","female","51","correct",""
"558","f3xf35yzq3c","G9A","G",9,"A","7","4","female","33","correct","They both had about the same probability and both the child enjoyed"
"559","a99m35yznca","L10A","L",10,"A","7","4","female","46","correct",""
"560","c1sl35yz34s","G9B","G",9,"B","7","2","male","28","correct",""
"561","73xl35yzajx","G4B","G",4,"B","7","4","female","47","correct","The last question didn't seem to have any advantage either way, so I chose the middle option."
"562","pnlc35yzkui","L10B","L",10,"B","7","4","male","32","correct","With no additional information I couldn't see much benefit to either choice."
"563","wice35yzph9","G4A","G",4,"A","7","6","male","27","correct",""
"564","i4ew35yzpyu","L8A","L",8,"A","7","5","male","24","correct",""
"565","wu4135yzjnj","L1B","L",1,"B","7","4","female","54","correct","Either situation seemed impossible to predict with any certainty which stock would be better off sold, so it didn't seem to matter - I chose no preference. "
"566","kk4735yz544","G8A","G",8,"A","7","1","female","39","correct","I would prefer to know the odds of my choice. I know that it would not matter in the long run, but I like odds. "
"567","4skw35yzvpo","L8B","L",8,"B","7","6","female","61","correct","I thought I'd rather know the odds than jump to the conclusion that my car had been damaged for sure."
"568","qzz335yz226","G7A","G",7,"A","3","4","male","46","correct",""
"569","bg4335yzjo5","G10B","G",10,"B","7","4","male","41","correct",""
"570","q8w635yz643","L6B","L",6,"B","7","6","male","36","correct","I was thinking about the fact that the situation is already uncertain, so how much of the uncertainty could I remove from the situation?  At least knowing the percentages removes that bit of uncertainty from the equation."
"571","l6jz35yz4yt","L6B","L",6,"B","7","5","male","31","correct",""
"572","khmy35yzh9i","L3A","L",3,"A","7","4","female","25","correct",""
"573","bkwv35yzhcx","G3A","G",3,"A","7","1","female","55","correct","Because the question was about getting a promotion"
"574","b19w35yz9az","G6A","G",6,"A","6","6","female","32","correct","this is amy testing "
"575","h91m35yz95n","L2B","L",2,"B","7","5","male","46","correct",""
"576","kbf135yztxf","L6A","L",6,"A","7","4","male","41","correct","Neither option seemed great so I didn't particularly care about whether I knew the odds or didn't."
"577","iq8035yz5uv","G11A","G",11,"A","7","4","male","24","correct","I really couldn't care less about seeing a rare bird, so I chose indifferent. The situation is so far removed from my reality, I couldn't care to make a meaningful choice on if I wanted to take a risk to get better odds than 50%. "
"578","b9w235yz0km","L7A","L",7,"A","7","2","male","57","correct",""
"579","f6uy35yzmys","G2A","G",2,"A","7","4","male","30","correct","If I don't have any insider information, it doesn't really matter to me who gets the funding."
"580","fyai35yz7zu","L7A","L",7,"A","7","2","female","45","correct",""
"581","7ypk35yzqsl","G9B","G",9,"B","5","2","male","35","correct",""
"582","rhcr35yz1bz","L10B","L",10,"B","7","2","male","28","correct",""
"583","93uq35yzwft","L11B","L",11,"B","2","3","male","60","correct",""
"584","dn2d35yz069","L6A","L",6,"A","7","4","male","48","correct",""
"585","e3i135yz5y9","L6A","L",6,"A","7","2","male","46","correct","I wanted to have a 50% chance of ending up with the better looking date."
"586","mkyx35yzd2q","G10B","G",10,"B","7","7","male","36","correct","If I can know the percentage, I can remove some of the uncertainty/ambiguity from the situation."
"587","fptm35yzu6a","G2B","G",2,"B","7","3","male","40","correct",""
"588","6jbb35yzygb","G1A","G",1,"A","7","2","male","34","correct","The chances could have been a lot worse than 50/50. I thought about the money I might gain or lose, then made a choice."
"589","bfbc35yz8z2","L2A","L",2,"A","7","3","female","42","correct","Not knowing the probability for the second option means that the lethal snake could have had a high probability of being the snake that bit me. I thought maybe I was better off with 50/50 in that case."
"590","z83s35yzi34","L4B","L",4,"B","7","4","male","34","correct",""
"591","j21y35yz28l","L8A","L",8,"A","7","6","female","31","correct",""
"592","5tvz35yz7cp","G8A","G",8,"A","7","1","female","45","correct",""
"593","9ch935yz0cf","L2A","L",2,"A","7","4","male","40","correct","Because it would have made no difference on how much uncertain I feel about the bite, it could have also being worst"
"594","c77135yztnx","G11B","G",11,"B","7","7","female","36","correct","Having a 50/50 chance is better."
"595","485235yzqdy","G2B","G",2,"B","7","4","female","38","correct",""
"596","fwg535yzm2e","G2A","G",2,"A","7","3","male","30","correct",""
"597","ctvq35yz67h","L2A","L",2,"A","7","5","female","40","correct","I thought that a 50% chance of the snake being poisonous seemed pretty steep.  I thought that there could be a lower percent with the other option. "
"598","2hd535yzuq4","G4B","G",4,"B","7","2","male","36","correct","I would prefer being in a situation where it was possible that my crush had a higher than 50% chance of liking me back."
"599","gzj635yzhyp","L5B","L",5,"B","7","3","female","22","correct","I chose the answer I did because while neither situation seemed very good, one of them simply had a 50-50 chance of having either pathogen and the other one was more unknown. I think I would prefer to be in a situation where it's unknown which pathogen variant I have and/or the likelihood of having either is unknown than knowing for certain that there's a 50% chance of having a really bad variant. Those odds are not good."
"600","8tao35yz1d2","L7A","L",7,"A","7","4","female","34","correct","I chose that because there is a likely probability of losing money either way, so I went with the one where it was indifferent as there will always be a chance for losing."
"601","zsw935yz97m","G2A","G",2,"A","7","1","female","59","correct","Even odds are usually better than unknown odds. "
"602","oa5p35yzuny","L9A","L",9,"A","7","6","male","27","correct","I chose the situation in which I don't know the chances, the 50/50 situation would be more stressful for me I guess."
"603","2spf35yztfl","G2A","G",2,"A","7","4","male","44","correct","50 50 chance that whatever decision I made was going to be the right one so I wasn't leaning one way or the other in the decision process."
"604","mt7r35yzkxm","G11A","G",11,"A","7","2","female","40","correct","I'm just trying to figure out the probability."
"605","qc9i35yz61a","G4A","G",4,"A","7","6","male","24","correct",""
"606","21q335yz2fe","L9B","L",9,"B","7","4","female","42","correct",""
"607","3pjw35yzlk0","L11B","L",11,"B","7","6","male","37","correct","I'd rather have a house safe from flooding, and I'd rather know the odds of my kid's program being discontinued. "
"608","3uya35yzcg3","G4A","G",4,"A","7","4","female","35","correct",""
"609","rlgz35yze34","L1B","L",1,"B","7","6","female","62","correct","I was thinking that in either question, I do not which one is going to drop, and with scenario A there was more angst because what if I choose the one that isn't going to drop and there was an 80% chance it wouldn't happen, I would have more seller's remorse than if it was the 50/50 scenario."
"610","87ql35yzkza","G4A","G",4,"A","7","4","female","38","correct",""
"611","cltp35yz3i0","L9A","L",9,"A","7","4","female","33","correct","because the election isnt set yet "
"612","j00j35yzevm","L12A","L",12,"A","7","1","female","37","correct","I'd rather know for sure than face a huge budget cut."
"613","3uh735yzimg","G3A","G",3,"A","7","2","female","40","correct",""
"614","ipxl35yzdqw","L8B","L",8,"B","7","1","male","51","correct",""
"615","uc0t35yzl7e","G10B","G",10,"B","7","7","male","37","correct","At least I know that I have a 50-50 probable."
"616","rcfa35yz5ct","L6A","L",6,"A","7","3","female","36","correct","I chose the answers that I did because they were the most preferable options for me. "
"617","8ymw35yz3mp","L7A","L",7,"A","7","2","male","31","correct","My main thought was that, since this was a casino gambling game and since 'the house always wins', the probability that there would be more red balls (even just by one) would be the likely outcome."
"618","vqa235yz0ry","G5B","G",5,"B","3","5","female","43","incorrect",""
"619","rj5935yzash","G10B","G",10,"B","7","5","female","28","correct","I was tempted to pick ""No preference"". I ended up leaning a little more to choice B, because I at least knew what the probability was. Choice A could've been a 1% chance to pick a red ball for all I knew."
"620","xuda35yz8eh","G3B","G",3,"B","7","5","female","26","correct","There's uncertainty either way. I just went with the option that has a defined probability."
"621","gzh935yz1cs","G1A","G",1,"A","7","3","female","47","correct","Choice B seemed too risky."
"622","j0s635yzhq8","G4B","G",4,"B","7","7","male","28","correct","Based on the scenario given and the likelihood that its can be a 50/50."
"623","zrzn35yzpl6","G9A","G",9,"A","7","2","female","45","correct","That 50/50 was a slightly better situation, because otherwise you could have even a 0% chance. I preferred knowing the exact probability."
"624","7jmx35yz7q2","L6A","L",6,"A","5","4","female","51","correct","I think it is probably a lose/lose situation, therefore, I have no preference."
"625","qo2k35yz8vg","G12B","G",12,"B","7","7","male","43","correct","Option B stated that both drugs have the same results."
"626","2c8135yzfab","L4A","L",4,"A","1","1","male","30","correct",""
"627","n41q35yzqsh","G6A","G",6,"A","7","3","male","42","correct",""
"628","meg335yzk3k","G6B","G",6,"B","7","4","female","54","correct","because neither A nor B really gave any benefit in my opinion"
"629","xyox35yzjtb","L1A","L",1,"A","7","4","female","56","correct","That both options were pretty similar, so it made no difference to me."
"630","q4sv35yzmzu","L5B","L",5,"B","7","6","male","24","correct","I picked what would be best for me"
"631","y9jh35yz5jw","G6A","G",6,"A","7","4","female","41","correct","There was no sure chance that I would be able to be at a party with my crush.  50/50 at the one.  3 hour distance between the two so I just chose no preference.  "
"632","96ne35yzvre","G8A","G",8,"A","7","1","female","45","correct",""
"633","jn7m35yzsdx","G9B","G",9,"B","7","3","male","43","correct",""
"634","iyp335yz6kg","L8A","L",8,"A","7","2","female","38","incorrect",""
"635","ayet35yzw75","G4B","G",4,"B","7","6","female","36","correct",""
"636","c5as35yzose","L1B","L",1,"B","7","6","male","31","correct","I thought about the implied probability because I wanted to reduce overall risk and loss. For option A the possibilities of scenarios are far greater than B (small chance of A rising, and B falling, small chance of A rising and big chance of B falling, etc). By knowing the risk of a specific option I can assume the overall probable outcome "
"637","tdcm35yznam","L3A","L",3,"A","7","4","male","57","correct",""
"638","pfoh35yzolg","L10A","L",10,"A","7","3","female","40","correct","I tried to figure what would be the best situation for me."
"639","x8dh35yzzd0","L7A","L",7,"A","7","4","female","44","correct","In all honesty in a situation like that there is no winning situation. Your going to lose either way with those odds"
"640","11s135yz90x","L1A","L",1,"A","7","4","male","49","correct","I was thinking that both options are very unappealing. Either way, I don't know which stock to sell and which one to keep. It would be far more useful to simply know which stock will plummet."
"641","p01n35yzz87","L3B","L",3,"B","7","5","female","27","correct",""
"642","hqra35yz9n4","L11A","L",11,"A","7","2","female","51","correct",""
"643","3gi135yzknc","G11B","G",11,"B","7","5","female","31","correct",""
"644","uj9b35yzpi8","L11A","L",11,"A","7","2","male","53","correct",""
"645","b2n535yz0nn","L3A","L",3,"A","7","6","female","37","correct","I was considering if it would matter which type of insect it was."
"646","nyra35yzzzq","L1B","L",1,"B","7","6","female","33","correct","I thought that a known 50% probability for two stocks was a more comfortable psychological situation than an unknown probability of plummet for each."
"647","svad35yzu3l","G9A","G",9,"A","7","4","male","35","correct","I would just let my child choose which they wanted to do since the 50/50 odds are unhelpful and not knowing the odds are equally unhelpful in the decision making process. "
"648","1hh635yz6f1","L2A","L",2,"A","7","4","female","60","correct",""
"649","f86235yzgh5","L10B","L",10,"B","7","4","female","52","correct","Both answers did not include any likelihood that one was better than the other. It would be just a gamble choosing either one so it wouldn't matter one way or the other and I would just pick which ever one they needed my help at the most at the present time."
"650","nrbc35yzwox","L3B","L",3,"B","7","5","female","56","correct","there was a chance that it would not be the worse case."
"651","nz4n35yzon8","L6B","L",6,"B","7","7","female","37","correct","There were two options 50/50 chance"
"652","cjo135yzwnq","G7A","G",7,"A","7","6","male","34","correct","Choice A only gives me a 50 percent chance of having the school built there, while Choice B might give me a higher percentage chance of having the great school in that town."
"653","qz5w35yzybk","G5A","G",5,"A","7","2","male","25","correct",""
"654","tol535yz3gw","L7B","L",7,"B","7","2","male","33","correct","Both choices seemed similar, in either case you do not know which color ball you are going to pick. Hence I picked the first choice. "
"655","l8nu35yzk8x","G9B","G",9,"B","7","2","male","34","correct","I picked it because I think I'd most likely them get some funding then the chance they could end up getting nothing at all. "
"656","ft1835yzutu","L8A","L",8,"A","7","4","female","28","correct",""
"657","3vyb35yza1o","G10B","G",10,"B","7","7","male","52","correct","the chance of having a 50% chance of winning a $1000 seemed better"
"658","mbfb35yzs5j","L6A","L",6,"A","7","1","male","33","correct",""
"659","250s35yzv54","G5A","G",5,"A","5","5","male","47","incorrect","Don't like being by lakes"
"660","yzq135yz8hi","G11A","G",11,"A","7","2","female","33","correct","If I didn't know the probability then i could end up going to a reserve with only 2% chance of having the bird, and basically have no chance of seeing it, without even knowing."
"661","e1lb35yzj1u","G1B","G",1,"B","7","2","female","46","correct","The probability in the 50/50 scenario was known, I chose the other option because maybe the probability would work out more in my favor."
"662","ya0035yzv0h","L3A","L",3,"A","7","2","female","55","correct","Knowing the odds would help me decide what to do next."
"663","kavz35yzlf4","G2B","G",2,"B","7","4","male","29","correct",""
"664","y2xm35yzzva","L7B","L",7,"B","1","4","male","25","correct","Because it's a random chance so there's no point trying to control it. "
"665","fngk35yz06n","G11A","G",11,"A","7","2","female","38","correct","Because the question is all about spotting the bird."
"666","veis35yzwl8","G1A","G",1,"A","7","2","female","63","correct","I chose that answer because the outcome seemed to me that it would impact me the least potentially negatively."
"667","d75g35yzd0g","G12B","G",12,"B","7","2","female","32","correct","I would rather not know and I hope I chose the right pill then know a probability "
"668","cyl935yz05i","G7A","G",7,"A","6","5","male","25","correct",""
"669","gddz35yz506","L3B","L",3,"B","7","5","male","40","correct",""
"670","0d3y35yzsu3","L5B","L",5,"B","7","4","male","38","correct",""
"671","bzps35yzoka","G10A","G",10,"A","7","2","male","25","correct",""
"672","y1zq35yz5r6","G3A","G",3,"A","7","4","male","47","correct","If I don't know the probability, to me it's as if there were equal probability (50/50)."
"673","ve0r35yzu42","L8B","L",8,"B","7","4","female","31","correct","I thought that in either case, I did not know definitely what the outcome would be until I got back. Therefore, I had no preference for either choice."
"674","xtrx35yzqdp","G3B","G",3,"B","7","5","female","42","correct",""
"675","528635yzezv","L10B","L",10,"B","7","6","female","44","correct",""
"676","z7bn35yz7l0","G10B","G",10,"B","7","7","female","58","correct","I preferred knowing that my chances were 50-50. "
"677","h2e935yz68p","L4B","L",4,"B","7","4","male","24","correct",""
"678","lr4x35yzhox","L8B","L",8,"B","7","7","female","33","correct",""
"679","cx0k35yzzgj","G9A","G",9,"A","7","2","female","36","correct",""
"680","3cf935yzflt","L1A","L",1,"A","7","4","female","36","correct","Both choices had an equal chance of having a negative consequence so I was indifferent."
"681","0wmz35yz6n8","L2B","L",2,"B","7","5","female","31","correct",""
"682","rqwb35yz5p2","G7A","G",7,"A","7","4","female","50","correct"," both answers inferred that the actual probability for where the school would be built was unknown"
"683","jdfa35yz42e","G11B","G",11,"B","7","2","female","38","correct","I liked the 50/50 odds better, but wasn't tied to 100% to that scenario, hence the probably"
"684","yqxs35yz2ne","G2B","G",2,"B","7","4","female","54","correct","I picked no preference because I could only chose one job either X or Y. The companies could afford to hire me even without receiving this investment. It seemed that I had a chance with either company, so no preference was picked."
"685","60i035yz1xl","G9B","G",9,"B","7","6","female","55","correct","I think I would like to know the chances so I know what I am going up against."
"686","vzys35yzsqq","L10A","L",10,"A","5","3","female","50","correct","I would rather that the odds be even. That way I'd just give everything I had to the job and know that there was an even chance my branch would close. If the other choice were the case, I would always be wondering if my branch was the one that had a higher percentage of closing. I know it doesn't make much sense, but that's my gut feeling on it. "
"687","osvf35yzfgm","L12B","L",12,"B","7","4","female","50","correct",""
"688","m32635yzqx4","L1B","L",1,"B","7","5","male","51","correct","Practically speaking the options are identical, but I'd prefer to know the odds, so a slight preference there."
"689","879k35yzd5w","G1A","G",1,"A","1","4","female","55","correct",""
"690","bx7h35yzwgg","L3B","L",3,"B","7","7","female","21","correct",""
"691","a7x235yzmq3","L6B","L",6,"B","7","3","male","32","correct","I felt like there was a better chance of getting the attractive person as my partner if I chose a random chance option; I'm not at all confident that is actually true, total guess."
"692","gni635yzqen","G3A","G",3,"A","7","1","male","31","correct","I'd rather know the odds than not, regardless if I can affect the outcome or not."
"693","m5o635yzi9a","G6B","G",6,"B","7","7","male","24","correct",""
"694","ik9935yzqgn","L4A","L",4,"A","7","3","female","37","correct","Option B could mean that there was a very small chance my computer would be in the shop for weeks, or it could mean a virtual guarantee of that, so on balance I thought the 50/50 situation would be slightly better."
"695","ni0035yzih0","L6A","L",6,"A","7","2","female","41","correct",""
"696","dl8335yzv40","L5B","L",5,"B","7","3","female","51","correct",""
"697","tmm735yzo4b","L12A","L",12,"A","6","4","female","36","correct",""
"698","4ixv35yzu75","L4B","L",4,"B","7","6","female","33","correct","I was thinking I'd rather know the probability so that I don't waste time trying to fix a problem that has next to 0 chance of actually being the culprit."
"699","7dhq35yzvu8","L8A","L",8,"A","7","6","male","39","correct","I'd rather have the hope that it probably didn't happen, whereas knowing there was a 50% chance, there's be more overall worry."
"700","ez4i35yz932","L11A","L",11,"A","7","3","male","75","correct",""
"701","1l4m35yzf1a","G2A","G",2,"A","7","1","male","29","correct",""
"702","eai535yzsk2","G7B","G",7,"B","7","4","female","59","correct","I was thinking that both options were basically the same. Even though with option A, I did not know what the probability was, the fact that the school could be built in either Neighborhood X or Neighborhood Y was the same to me as the 50 percent probability of either one with option B."
"703","j0pg35yzb2j","G8A","G",8,"A","7","4","male","30","correct","I chose 'neutral' because on one hand with a 50/50 chance that my date was the attractive person is nice, there was also a chance that the other probability could have been even better and since I didn't know what that chance was I am indifferent as to which option I get."
"704","mfip35yzcu9","G4A","G",4,"A","7","4","male","50","correct",""
