subject,condition,vignetteType,vignetteNumber,answerOrder,vignette,dummyVignetteAnswer,vignetteAnswer,gender,age,postQuestion1,postQuestion2
h2kz35yzzlc,L6B,L,6,B,L6,7,4,female,53,correct,"I hate unknowns. I'd rather make a choice knowing the odds-in this case unknown or 50/50. Without knowing the odds, I'd be mad at myself if the bank I chose closed. Knowing its 50/50 I wouldn't be so mad. I'd figure it was just luck of the draw."
ma8b35yz2um,G6A,G,6,A,G6,7,4,female,35,correct,I chose No Preference because both choices seemed to be more or less the same thing.
ggdk35yzn0v,L5B,L,5,B,L5,7,4,female,37,correct,NA
joxo35yzoey,L1A,L,1,A,L1,3,3,male,27,correct,NA
rt8a35yzxeg,L11A,L,11,A,L11,7,5,female,51,correct,There was a 50 percent chance of damage in one scenario. The other scenario offered the possibility that there was a lower chance. No guarantee of course but worth the gamble.
kx5735yzy12,L2A,L,2,A,L2,7,6,female,33,correct,"B has the possibility of having a greater chance that the one I want is my date. With A being known 50/50, the chance of it being different in my favor for B is better for me. Also, even if the chances are worse and I end up with the really unattractive one, there is always a chance that the more attractive one was a terrible person, so the reward is potentially higher in B and the risk is not that bad."
d92q35yzepk,L12A,L,12,A,L12,7,4,female,62,correct,"No matter what the probability is, I am going to run to win."
zzej35yzkax,G9A,G,9,A,G9,7,4,female,47,correct,I chose indifferent because neither option sounded that positive.
pudh35yzatj,L11B,L,11,B,L11,7,3,female,64,correct,I thought I might have a better chance of no car damage.
7jz335yz30r,G10A,G,10,A,G10,7,4,female,27,correct,NA
5ddo35yzxy3,G12A,G,12,A,G12,7,2,male,23,correct,I just felt it was better to know the percentages.
h4fu35yzqhd,L8A,L,8,A,L8,7,3,male,28,correct,I would rather know for sure the probability that I was bitten by one snake or another than have to think about an unknown probability.
6io635yzaca,L12B,L,12,B,L12,7,2,male,54,correct,I was thinking that a 50/50 split basically means that half the people didn't want you. id rather be a clear winner or loser.
vf7835yzsgx,L11A,L,11,A,L11,7,1,male,37,correct,"I will go with ""A"" since at least I know I have 50% chance that my car is safe."
owpu35yzmhx,G10B,G,10,B,G10,7,3,female,45,correct,I did not chose the 50% of my crush being at either party because then the likely hood would be the same for both. Choosing option A in which I don't know the percent chance would mean that there might be an 80% chance that my crush will be at the party. I feel I might have a better chance (that my crush will be at the party) with option A not knowing the percent chance. I think option B having a 50% chance can go either way.
vk3a35yzhs0,L5A,L,5,A,L5,7,5,female,30,correct,NA
eway35yzw3d,L8B,L,8,B,L8,7,7,female,41,correct,"I chose the answer because the probability, in my mind, is 50/50 in that either the bite was from a lethal snake or it was not. I did not base it off of the more accurate percentages that could be determined with the total population of each type of snake because I did not have that information."
q8ew35yzfsc,G6B,G,6,B,G6,7,6,male,34,correct,"At least in this case I would know what my odds were. It doesn't make much difference, it is just a minor comfort."
ipn835yzrtc,L11A,L,11,A,L11,7,3,female,36,correct,"I would honestly rather the hail storm not hit. Option B did not give specific percentages so it is possible that by selecting that one it could strongly swing one way or the other. Either way it is a gamble, so I would slightly prefer the one with more guaranteed even odds."
oi7635yzocq,G8A,G,8,A,G8,7,6,female,40,correct,"I was thinking I would rather there be a higher percentage of the person I was hoping it would be, hoping it would be in my favor."
qi5835yz5wv,G3A,G,3,A,G3,7,6,female,64,correct,"I'd rather not have a 50-50 choice, because there's no way to know which way it would go and I might stress over the percentages. I'd rather just know that there's a random probability it could go either way, and then I could just make my decision."
3oyn35yzcwa,G11A,G,11,A,G11,7,3,female,43,correct,"I chose the 50/50 option rather than the unknown because I wouldn't want to go to the place where the option could unknowingly be, say 5%."
0r0535yz7x8,G6A,G,6,A,G6,7,5,male,46,correct,NA
8o2c35yzyx2,L2A,L,2,A,L2,7,4,female,46,correct,I don't think it would really matter if it was 50/50 or an unknown probability. I don't know how the probability could be much different from half and half.
ka8i35yzhcd,L8B,L,8,B,L8,7,4,male,39,correct,I thought both answers were the saying the same thing.
eyfl35yz4du,G6A,G,6,A,G6,6,3,male,29,incorrect,NA
08zv35yzt7x,L9B,L,9,B,L9,7,6,female,58,correct,NA
e6wr35yz92c,L3A,L,3,A,L3,7,4,male,32,correct,NA
utch35yz4nk,G11A,G,11,A,G11,7,2,male,30,correct,NA
jod735yzest,G2A,G,2,A,G2,7,1,male,29,correct,NA
mcd735yz3ng,L3B,L,3,B,L3,7,4,female,47,correct,"I chose no preference because I was thinking that I couldn't tell the difference between option A and option B -- mathematically, there may have been one, but I couldn't tell which was preferable so I chose no preference."
10wp35yzl9y,G6A,G,6,A,G6,6,5,male,22,correct,NA
zkb135yz8sr,G5B,G,5,B,G5,7,5,male,28,correct,NA
bsvn35yztvz,L11B,L,11,B,L11,7,4,female,45,correct,"Both answers left me not knowing what happened to my car. Whether I had a 50% - 50% shot of my car being damaged or knowing it was or wasn't damaged seems the same to me. In either case, I still would not know the answer."
jd6p35yz3zr,G3B,G,3,B,G3,7,4,female,35,correct,The risk of choosing a department not favored by my boss' boss seemed the same to me either way.
4iwl35yzxrj,L8B,L,8,B,L8,7,4,female,48,correct,"I have already been bitten by the snake, and I don't know the species, so the probability of which species it was is insignificant to me.  I would either die or I wouldn't."
jhql35yzjly,G3B,G,3,B,G3,7,2,male,37,correct,NA
ooxa35yzvev,G7A,G,7,A,G7,7,7,female,33,correct,NA
c7cf35yz0f2,L3B,L,3,B,L3,7,4,female,39,correct,There was a 50% chance no matter what choice I made.
j9w735yz8bh,G8B,G,8,B,G8,7,6,other,21,correct,NA
93wy35yzb3f,L3B,L,3,B,L3,7,4,female,45,correct,NA
kp7435yz14y,L4B,L,4,B,L4,7,5,male,39,correct,NA
lgwr35yzqsg,L5B,L,5,B,L5,7,4,male,57,correct,Either way you are uncertain which will plummet and it is a 50/50 chance
2ejz35yzaug,L8A,L,8,A,L8,7,5,male,35,correct,That was tough to answer
dytr35yzvdg,L6A,L,6,A,L6,7,4,male,34,correct,NA
4dfz35yzm6z,L2B,L,2,B,L2,7,6,male,50,correct,I thought neither option was optimal but the known option was at least even odds.
l6k735yzs52,L12B,L,12,B,L12,7,6,male,33,correct,At lest 50% of chance of winning instead of a unknown percentage.
k10k35yzqyx,L3A,L,3,A,L3,7,2,female,36,correct,NA
d9yp35yz7e5,G11B,G,11,B,G11,7,4,female,48,correct,I chose no preference because there wasn't any way to know which location the bird would be at.
91x835yzab1,L4B,L,4,B,L4,7,6,male,35,correct,NA
0alf35yztk3,G7A,G,7,A,G7,7,4,female,45,correct,I chose the middle choice because neither one was more helpful than the other in making the decision.
3h0135yzsze,G7A,G,7,A,G7,7,4,male,54,correct,NA
brf235yzd2r,L5B,L,5,B,L5,7,7,male,51,correct,NA
ydn835yz4iw,L12B,L,12,B,L12,7,5,male,35,correct,"THough not so sure, but at least having some info is better than no info."
a84935yzyg5,G11A,G,11,A,G11,7,3,male,33,correct,NA
57h135yzsph,L10A,L,10,A,L10,3,1,male,35,correct,"I would rather have a 50/50 shot of being sick, since I didn't like not knowing the odds in the other scenario."
5j2t35yz02d,L10B,L,10,B,L10,7,5,female,58,correct,NA
ivk635yzky3,L12B,L,12,B,L12,7,6,male,32,correct,"For the question about the river flooding, it would obviously be better if my house were farther away from the river when it flooded, as this means my house is likely to be safe. For the question about re-election prospects, being 50-50 with my challenger means that at the very least, I am considered equal to my challenger and that the election could go either way. Not knowing the odds at all could mean that either I'm a terrible candidate, or I'm the best candidate, but I have no way of figuring out which applies to me."
n1tg35yz7un,G7A,G,7,A,G7,7,2,male,34,correct,NA
pd5035yzxqh,L5B,L,5,B,L5,7,4,male,23,correct,NA
yv1p35yz74b,G9A,G,9,A,G9,7,4,female,64,correct,There was really no guarantee and A was a 50/50 while B was unknown- so it did not matter to me.
8h6x35yznwy,G2B,G,2,B,G2,7,6,female,41,correct,"I was thinking that the chances of either one being my date are out of control. I would rather have an even chance of it being either. The other choice was blind, it could have had a much higher probability of being the less attractive one. 50% chance of the really attractive one is good enough odds for me."
0h6v35yzzg7,L4B,L,4,B,L4,7,5,male,31,correct,rather go with two 50% probabilities than undisclosed probabilities which could be 80% or higher.
da0e35yzmni,G5A,G,5,A,G5,6,4,male,30,correct,NA
35s635yzjri,L11A,L,11,A,L11,4,4,male,48,correct,NA
65a135yzwzx,L1A,L,1,A,L1,7,3,female,48,correct,My thought was that it was better to understand my odds than to not know the odds at all.
p8i435yzy8j,L12B,L,12,B,L12,7,3,female,51,correct,I was thinking about how I would feel in that moment. I hoped that my chances were better than 50/50 because that doesn't sound good to me.
kc5035yzpbc,L6B,L,6,B,L6,7,4,male,40,correct,"I thought that it would have made little difference for me to know in which of the two situation I was, it was always something outside of my control, so I picked neutral"
kgw035yztrp,G1A,G,1,A,G1,7,6,female,29,correct,I decided I would probably take a chance and hope fortune was in my favor.
3bxd35yzy6y,G3B,G,3,B,G3,7,4,male,31,correct,NA
xw4d35yzqsb,L2B,L,2,B,L2,7,5,female,36,correct,I tried placing myself in the situation and how I would feel.
ut2o35yz90w,G11A,G,11,A,G11,7,7,male,44,correct,NA
mqhr35yzbtt,G6B,G,6,B,G6,7,4,female,34,correct,It was a 50/50 chance if I picked the company that was going to grow the most.
tjty35yzeuo,L4A,L,4,A,L4,7,2,male,56,correct,Known probabilities are better to know
llyp35yzufg,G5A,G,5,A,G5,7,1,female,28,correct,I feel like I would be more comfortable knowing there was a 50/50 chance instead of an unknown amount.
f44y35yzjqr,G10B,G,10,B,G10,7,4,male,31,correct,it was 50/50
877935yz9qw,G6A,G,6,A,G6,7,3,male,40,correct,NA
aqsl35yz10w,L5A,L,5,A,L5,7,2,male,44,correct,NA
b8t735yz17s,L5A,L,5,A,L5,7,6,male,37,correct,NA
wzph35yzhfy,G2A,G,2,A,G2,2,6,female,28,correct,NA
5lg135yzlmf,G8B,G,8,B,G8,7,3,female,27,correct,NA
3hr635yz761,G2B,G,2,B,G2,7,4,female,42,correct,it didn't matter if i knew the chances or not. i didn't know which one was my date. i was thinking i would like a definitive answer about which one was my date.
yhog35yzdn2,G5B,G,5,B,G5,7,6,male,36,correct,I feel I'd rather now the percentages
msim35yznov,G4A,G,4,A,G4,7,2,female,44,correct,I think I'd rather know the percentage upfront rather than have to worry about it.
7imd35yzkbu,L7A,L,7,A,L7,7,6,male,28,correct,50/50 is quite high for the bad insect. I was hoping for better odds with the unknown.
5h9t35yzxxv,L4B,L,4,B,L4,7,6,female,43,correct,I prefer a fifty fifty scenario rather than something unknown.
l9vi35yzvbz,L1A,L,1,A,L1,7,2,female,31,correct,NA
2kos35yz75v,L10B,L,10,B,L10,7,4,female,34,correct,NA
xgxl35yz6jv,G4B,G,4,B,G4,7,6,male,38,correct,"I was thinking about my child and it not really matter, must that my child would be happy."
molg35yzxya,L8A,L,8,A,L8,7,6,male,37,correct,Could be 1% chance for lethal snake. I like those odds.
0sou35yz8xr,L7A,L,7,A,L7,7,4,female,36,correct,I didn't think there was much of a difference between the two options.
7ld235yzx8d,G1B,G,1,B,G1,7,4,male,35,correct,NA
nmn935yzka6,L8B,L,8,B,L8,2,4,female,46,correct,"As I did not know the chances for one option and the other had 50-50 chance, there was not much information for me to help decide. So I chose the middle option."
3lun35yzz7k,G5A,G,5,A,G5,7,4,male,28,correct,NA
w20l35yzegf,L11A,L,11,A,L11,7,5,male,42,correct,"I was thinking about whether I would rather have a coinflip scenario where my odds are 50/50, or take my chances that my odds could be 99/1, 1/99, or basically anything in between. With this in mind, I slightly prefer the latter scenario."
am8j35yzl8d,L7B,L,7,B,L7,7,1,male,36,correct,NA
t6n535yzi3a,L12B,L,12,B,L12,7,1,female,59,correct,I know I will either win or lose but there also is a bigger chance that I will win either more or less than fifty or fifty.
gfkx35yzua2,L9B,L,9,B,L9,7,2,female,42,correct,NA
iioa35yz4g0,G7A,G,7,A,G7,7,7,male,42,correct,It is the situation I would actually be in because there would be no way to know where the school would be built. I'd rather focus on everything else about the homes in question and whatever happens with the school happens.
cgzb35yz6nw,G2B,G,2,B,G2,7,6,female,57,correct,I would rather have the odds be even than the possibility that the more attractive person was low odds
xf8r35yz583,L10A,L,10,A,L10,7,4,male,47,correct,"I tried to put myself in both situations, and there was no difference in my reaction to it. It could be worse if I chose the non 50/50 option"
0rbb35yzjq8,G1A,G,1,A,G1,7,4,male,54,correct,"It's a 50 50 chance, at least that's how I read it, so it didn't matter how I chose."
0mdn35yzu3l,L12A,L,12,A,L12,7,7,male,39,correct,There would be more room for hope if you didn't know the exact numbers.
9qqi35yz6vs,L8A,L,8,A,L8,7,2,male,38,correct,I want to avoid a higher risk.
3ryb35yzmts,L3A,L,3,A,L3,7,2,female,34,correct,NA
q6ob35yz6s6,G4A,G,4,A,G4,7,1,male,36,correct,I prefer knowing the odds.
uhy235yziy4,G6B,G,6,B,G6,7,4,female,51,correct,NA
k4x935yzpmp,L1B,L,1,B,L1,7,6,male,32,correct,NA
f3xf35yzq3c,G4A,G,4,A,G4,7,4,female,33,correct,They both had about the same probability and both the child enjoyed
a99m35yznca,L6A,L,6,A,L6,7,4,female,46,correct,NA
c1sl35yz34s,G4B,G,4,B,G4,7,2,male,28,correct,NA
f1zv35yz4od,L10B,L,10,B,L10,7,4,male,48,correct,"I was thinking that 'unknown chance', to me, roughly translates into 'a coin toss', which is basically 50/50, or at least, feels that way."
73xl35yzajx,G8B,G,8,B,G8,7,4,female,47,correct,"The last question didn't seem to have any advantage either way, so I chose the middle option."
pnlc35yzkui,L6B,L,6,B,L6,7,4,male,32,correct,With no additional information I couldn't see much benefit to either choice.
qe7535yz5f4,G6A,G,6,A,G6,7,3,male,30,correct,"I was almost indifferent.  Since I didn't know whether the second offer would be good or bad, it was basically the same as a 50-50 chance in my mind.  I slightly preferred the first one since I at least know the chances from the start."
wice35yzph9,G8A,G,8,A,G8,7,6,male,27,correct,NA
i4ew35yzpyu,L11A,L,11,A,L11,7,5,male,24,correct,NA
6g8q35yzt9d,G5A,G,5,A,G5,7,6,male,39,correct,NA
wu4135yzjnj,L5B,L,5,B,L5,7,4,female,54,correct,"Either situation seemed impossible to predict with any certainty which stock would be better off sold, so it didn't seem to matter - I chose no preference."
kk4735yz544,G2A,G,2,A,G2,7,1,female,39,correct,"I would prefer to know the odds of my choice. I know that it would not matter in the long run, but I like odds."
4skw35yzvpo,L11B,L,11,B,L11,7,6,female,61,correct,I thought I'd rather know the odds than jump to the conclusion that my car had been damaged for sure.
qzz335yz226,G7A,G,7,A,G7,3,4,male,46,correct,NA
bmec35yzp18,G11A,G,11,A,G11,7,4,male,27,correct,NA
bg4335yzjo5,G1B,G,1,B,G1,7,4,male,41,correct,NA
q8w635yz643,L2B,L,2,B,L2,7,6,male,36,correct,"I was thinking about the fact that the situation is already uncertain, so how much of the uncertainty could I remove from the situation?  At least knowing the percentages removes that bit of uncertainty from the equation."
kpnu35yzhp2,L2B,L,2,B,L2,7,4,female,64,correct,"If I don't which one it is, makes no difference at that point if it a 50/50 or just unknown- either way, it's unknown to me."
l6jz35yz4yt,L2B,L,2,B,L2,7,5,male,31,correct,NA
n11135yz8zn,G10A,G,10,A,G10,7,2,male,38,correct,NA
khmy35yzh9i,L7A,L,7,A,L7,7,4,female,25,correct,NA
bkwv35yzhcx,G3A,G,3,A,G3,7,1,female,55,correct,Because the question was about getting a promotion
b19w35yz9az,G10A,G,10,A,G10,6,6,female,32,correct,this is amy testing
h91m35yz95n,L8B,L,8,B,L8,7,5,male,46,correct,NA
kbf135yztxf,L2A,L,2,A,L2,7,4,male,41,correct,Neither option seemed great so I didn't particularly care about whether I knew the odds or didn't.
iq8035yz5uv,G11A,G,11,A,G11,7,4,male,24,correct,"I really couldn't care less about seeing a rare bird, so I chose indifferent. The situation is so far removed from my reality, I couldn't care to make a meaningful choice on if I wanted to take a risk to get better odds than 50%."
b9w235yz0km,L1A,L,1,A,L1,7,2,male,57,correct,NA
f6uy35yzmys,G6A,G,6,A,G6,7,4,male,30,correct,"If I don't have any insider information, it doesn't really matter to me who gets the funding."
fyai35yz7zu,L1A,L,1,A,L1,7,2,female,45,correct,NA
7ypk35yzqsl,G4B,G,4,B,G4,5,2,male,35,correct,NA
rhcr35yz1bz,L6B,L,6,B,L6,7,2,male,28,correct,NA
93uq35yzwft,L4B,L,4,B,L4,2,3,male,60,correct,NA
dn2d35yz069,L2A,L,2,A,L2,7,4,male,48,correct,NA
e3i135yz5y9,L2A,L,2,A,L2,7,2,male,46,correct,I wanted to have a 50% chance of ending up with the better looking date.
mkyx35yzd2q,G1B,G,1,B,G1,7,7,male,36,correct,"If I can know the percentage, I can remove some of the uncertainty/ambiguity from the situation."
fptm35yzu6a,G6B,G,6,B,G6,7,3,male,40,correct,NA
6jbb35yzygb,G5A,G,5,A,G5,7,2,male,34,correct,"The chances could have been a lot worse than 50/50. I thought about the money I might gain or lose, then made a choice."
bfbc35yz8z2,L8A,L,8,A,L8,7,3,female,42,correct,Not knowing the probability for the second option means that the lethal snake could have had a high probability of being the snake that bit me. I thought maybe I was better off with 50/50 in that case.
z83s35yzi34,L9B,L,9,B,L9,7,4,male,34,correct,NA
j21y35yz28l,L11A,L,11,A,L11,7,6,female,31,correct,NA
5tvz35yz7cp,G2A,G,2,A,G2,7,1,female,45,correct,NA
9ch935yz0cf,L8A,L,8,A,L8,7,4,male,40,correct,"Because it would have made no difference on how much uncertain I feel about the bite, it could have also being worst"
c77135yztnx,G11B,G,11,B,G11,7,7,female,36,correct,Having a 50/50 chance is better.
485235yzqdy,G6B,G,6,B,G6,7,4,female,38,correct,NA
0ef535yzl32,G5A,G,5,A,G5,7,3,female,59,correct,the options weren't good for either one
fwg535yzm2e,G6A,G,6,A,G6,7,3,male,30,correct,NA
ctvq35yz67h,L8A,L,8,A,L8,7,5,female,40,correct,I thought that a 50% chance of the snake being poisonous seemed pretty steep.  I thought that there could be a lower percent with the other option.
fs8l35yzc2s,G5A,G,5,A,G5,7,2,female,27,correct,NA
2hd535yzuq4,G8B,G,8,B,G8,7,2,male,36,correct,I would prefer being in a situation where it was possible that my crush had a higher than 50% chance of liking me back.
lrs135yzuqg,L1B,L,1,B,L1,7,6,male,39,correct,THere is still 50% chance and I know that.
gzj635yzhyp,L10B,L,10,B,L10,7,3,female,22,correct,"I chose the answer I did because while neither situation seemed very good, one of them simply had a 50-50 chance of having either pathogen and the other one was more unknown. I think I would prefer to be in a situation where it's unknown which pathogen variant I have and/or the likelihood of having either is unknown than knowing for certain that there's a 50% chance of having a really bad variant. Those odds are not good."
52ov35yzdog,G6A,G,6,A,G6,7,4,female,39,correct,"I was thinking about the data you provided me, they didn't reveal anything meaningful about the 2 companies so be hired by X or Y is totally okay for me since I don't know anything certain about them."
35ev35yzolw,L3B,L,3,B,L3,7,6,male,35,correct,NA
8tao35yz1d2,L1A,L,1,A,L1,7,4,female,34,correct,"I chose that because there is a likely probability of losing money either way, so I went with the one where it was indifferent as there will always be a chance for losing."
zsw935yz97m,G6A,G,6,A,G6,7,1,female,59,correct,Even odds are usually better than unknown odds.
uftw35yzk17,L7A,L,7,A,L7,7,4,female,27,correct,NA
oa5p35yzuny,L12A,L,12,A,L12,7,6,male,27,correct,"I chose the situation in which I don't know the chances, the 50/50 situation would be more stressful for me I guess."
2spf35yztfl,G6A,G,6,A,G6,7,4,male,44,correct,50 50 chance that whatever decision I made was going to be the right one so I wasn't leaning one way or the other in the decision process.
mt7r35yzkxm,G11A,G,11,A,G11,7,2,female,40,correct,I'm just trying to figure out the probability.
qc9i35yz61a,G8A,G,8,A,G8,7,6,male,24,correct,NA
21q335yz2fe,L12B,L,12,B,L12,7,4,female,42,correct,NA
3pjw35yzlk0,L4B,L,4,B,L4,7,6,male,37,correct,"I'd rather have a house safe from flooding, and I'd rather know the odds of my kid's program being discontinued."
3uya35yzcg3,G8A,G,8,A,G8,7,4,female,35,correct,NA
rlgz35yze34,L5B,L,5,B,L5,7,6,female,62,correct,"I was thinking that in either question, I do not which one is going to drop, and with scenario A there was more angst because what if I choose the one that isn't going to drop and there was an 80% chance it wouldn't happen, I would have more seller's remorse than if it was the 50/50 scenario."
87ql35yzkza,G8A,G,8,A,G8,7,4,female,38,correct,NA
cltp35yz3i0,L12A,L,12,A,L12,7,4,female,33,correct,because the election isnt set yet
j00j35yzevm,L3A,L,3,A,L3,7,1,female,37,correct,I'd rather know for sure than face a huge budget cut.
3uh735yzimg,G3A,G,3,A,G3,7,2,female,40,correct,NA
ipxl35yzdqw,L11B,L,11,B,L11,7,1,male,51,correct,NA
uc0t35yzl7e,G1B,G,1,B,G1,7,7,male,37,correct,At least I know that I have a 50-50 probable.
rcfa35yz5ct,L2A,L,2,A,L2,7,3,female,36,correct,I chose the answers that I did because they were the most preferable options for me.
8ymw35yz3mp,L1A,L,1,A,L1,7,2,male,31,correct,"My main thought was that, since this was a casino gambling game and since 'the house always wins', the probability that there would be more red balls (even just by one) would be the likely outcome."
vqa235yz0ry,G9B,G,9,B,G9,3,5,female,43,incorrect,NA
rj5935yzash,G1B,G,1,B,G1,7,5,female,28,correct,"I was tempted to pick ""No preference"". I ended up leaning a little more to choice B, because I at least knew what the probability was. Choice A could've been a 1% chance to pick a red ball for all I knew."
xuda35yz8eh,G3B,G,3,B,G3,7,5,female,26,correct,There's uncertainty either way. I just went with the option that has a defined probability.
gzh935yz1cs,G5A,G,5,A,G5,7,3,female,47,correct,Choice B seemed too risky.
j0s635yzhq8,G8B,G,8,B,G8,7,7,male,28,correct,Based on the scenario given and the likelihood that its can be a 50/50.
zrzn35yzpl6,G4A,G,4,A,G4,7,2,female,45,correct,"That 50/50 was a slightly better situation, because otherwise you could have even a 0% chance. I preferred knowing the exact probability."
7jmx35yz7q2,L2A,L,2,A,L2,5,4,female,51,correct,"I think it is probably a lose/lose situation, therefore, I have no preference."
qo2k35yz8vg,G12B,G,12,B,G12,7,7,male,43,correct,Option B stated that both drugs have the same results.
2c8135yzfab,L9A,L,9,A,L9,1,1,male,30,correct,NA
n41q35yzqsh,G10A,G,10,A,G10,7,3,male,42,correct,NA
meg335yzk3k,G10B,G,10,B,G10,7,4,female,54,correct,because neither A nor B really gave any benefit in my opinion
xyox35yzjtb,L5A,L,5,A,L5,7,4,female,56,correct,"That both options were pretty similar, so it made no difference to me."
q4sv35yzmzu,L10B,L,10,B,L10,7,6,male,24,correct,I picked what would be best for me
y9jh35yz5jw,G10A,G,10,A,G10,7,4,female,41,correct,There was no sure chance that I would be able to be at a party with my crush.  50/50 at the one.  3 hour distance between the two so I just chose no preference.
96ne35yzvre,G2A,G,2,A,G2,7,1,female,45,correct,NA
jn7m35yzsdx,G4B,G,4,B,G4,7,3,male,43,correct,NA
iyp335yz6kg,L11A,L,11,A,L11,7,2,female,38,incorrect,NA
ayet35yzw75,G8B,G,8,B,G8,7,6,female,36,correct,NA
c5as35yzose,L5B,L,5,B,L5,7,6,male,31,correct,"I thought about the implied probability because I wanted to reduce overall risk and loss. For option A the possibilities of scenarios are far greater than B (small chance of A rising, and B falling, small chance of A rising and big chance of B falling, etc). By knowing the risk of a specific option I can assume the overall probable outcome"
tdcm35yznam,L7A,L,7,A,L7,7,4,male,57,correct,NA
pfoh35yzolg,L6A,L,6,A,L6,7,3,female,40,correct,I tried to figure what would be the best situation for me.
x8dh35yzzd0,L1A,L,1,A,L1,7,4,female,44,correct,In all honesty in a situation like that there is no winning situation. Your going to lose either way with those odds
11s135yz90x,L5A,L,5,A,L5,7,4,male,49,correct,"I was thinking that both options are very unappealing. Either way, I don't know which stock to sell and which one to keep. It would be far more useful to simply know which stock will plummet."
p01n35yzz87,L7B,L,7,B,L7,7,5,female,27,correct,NA
hqra35yz9n4,L4A,L,4,A,L4,7,2,female,51,correct,NA
3gi135yzknc,G11B,G,11,B,G11,7,5,female,31,correct,NA
uj9b35yzpi8,L4A,L,4,A,L4,7,2,male,53,correct,NA
b2n535yz0nn,L7A,L,7,A,L7,7,6,female,37,correct,I was considering if it would matter which type of insect it was.
nyra35yzzzq,L5B,L,5,B,L5,7,6,female,33,correct,I thought that a known 50% probability for two stocks was a more comfortable psychological situation than an unknown probability of plummet for each.
svad35yzu3l,G4A,G,4,A,G4,7,4,male,35,correct,I would just let my child choose which they wanted to do since the 50/50 odds are unhelpful and not knowing the odds are equally unhelpful in the decision making process.
1hh635yz6f1,L8A,L,8,A,L8,7,4,female,60,correct,NA
f86235yzgh5,L6B,L,6,B,L6,7,4,female,52,correct,Both answers did not include any likelihood that one was better than the other. It would be just a gamble choosing either one so it wouldn't matter one way or the other and I would just pick which ever one they needed my help at the most at the present time.
nrbc35yzwox,L7B,L,7,B,L7,7,5,female,56,correct,there was a chance that it would not be the worse case.
nz4n35yzon8,L2B,L,2,B,L2,7,7,female,37,correct,There were two options 50/50 chance
cjo135yzwnq,G7A,G,7,A,G7,7,6,male,34,correct,"Choice A only gives me a 50 percent chance of having the school built there, while Choice B might give me a higher percentage chance of having the great school in that town."
qz5w35yzybk,G9A,G,9,A,G9,7,2,male,25,correct,NA
tol535yz3gw,L1B,L,1,B,L1,7,2,male,33,correct,"Both choices seemed similar, in either case you do not know which color ball you are going to pick. Hence I picked the first choice."
l8nu35yzk8x,G4B,G,4,B,G4,7,2,male,34,correct,I picked it because I think I'd most likely them get some funding then the chance they could end up getting nothing at all.
ft1835yzutu,L11A,L,11,A,L11,7,4,female,28,correct,NA
3vyb35yza1o,G1B,G,1,B,G1,7,7,male,52,correct,the chance of having a 50% chance of winning a $1000 seemed better
mbfb35yzs5j,L2A,L,2,A,L2,7,1,male,33,correct,NA
250s35yzv54,G9A,G,9,A,G9,5,5,male,47,incorrect,Don't like being by lakes
yzq135yz8hi,G11A,G,11,A,G11,7,2,female,33,correct,"If I didn't know the probability then i could end up going to a reserve with only 2% chance of having the bird, and basically have no chance of seeing it, without even knowing."
e1lb35yzj1u,G5B,G,5,B,G5,7,2,female,46,correct,"The probability in the 50/50 scenario was known, I chose the other option because maybe the probability would work out more in my favor."
ya0035yzv0h,L7A,L,7,A,L7,7,2,female,55,correct,Knowing the odds would help me decide what to do next.
kavz35yzlf4,G6B,G,6,B,G6,7,4,male,29,correct,NA
y2xm35yzzva,L1B,L,1,B,L1,1,4,male,25,correct,Because it's a random chance so there's no point trying to control it.
fngk35yz06n,G11A,G,11,A,G11,7,2,female,38,correct,Because the question is all about spotting the bird.
veis35yzwl8,G5A,G,5,A,G5,7,2,female,63,correct,I chose that answer because the outcome seemed to me that it would impact me the least potentially negatively.
d75g35yzd0g,G12B,G,12,B,G12,7,2,female,32,correct,I would rather not know and I hope I chose the right pill then know a probability
cyl935yz05i,G7A,G,7,A,G7,6,5,male,25,correct,NA
gddz35yz506,L7B,L,7,B,L7,7,5,male,40,correct,NA
0d3y35yzsu3,L10B,L,10,B,L10,7,4,male,38,correct,NA
bzps35yzoka,G1A,G,1,A,G1,7,2,male,25,correct,NA
y1zq35yz5r6,G3A,G,3,A,G3,7,4,male,47,correct,"If I don't know the probability, to me it's as if there were equal probability (50/50)."
ve0r35yzu42,L11B,L,11,B,L11,7,4,female,31,correct,"I thought that in either case, I did not know definitely what the outcome would be until I got back. Therefore, I had no preference for either choice."
xtrx35yzqdp,G3B,G,3,B,G3,7,5,female,42,correct,NA
528635yzezv,L6B,L,6,B,L6,7,6,female,44,correct,NA
z7bn35yz7l0,G1B,G,1,B,G1,7,7,female,58,correct,I preferred knowing that my chances were 50-50.
h2e935yz68p,L9B,L,9,B,L9,7,4,male,24,correct,NA
lr4x35yzhox,L11B,L,11,B,L11,7,7,female,33,correct,NA
cx0k35yzzgj,G4A,G,4,A,G4,7,2,female,36,correct,NA
3cf935yzflt,L5A,L,5,A,L5,7,4,female,36,correct,Both choices had an equal chance of having a negative consequence so I was indifferent.
0wmz35yz6n8,L8B,L,8,B,L8,7,5,female,31,correct,NA
rqwb35yz5p2,G7A,G,7,A,G7,7,4,female,50,correct,both answers inferred that the actual probability for where the school would be built was unknown
