"","subject","condition","vignetteType","vignetteNumber","answerOrder","dummyVignetteAnswer","vignetteAnswer","gender","age","postquestion1","postquestion2"
"470","47cl35yz00w","L9A","L",9,"A","7","4","male","36","correct","MY focus is on what I can control, not potential outcomes. I really don't if I have a 50/50 chance of winning or I don't know the probability of winning because neither situation will have an impact on what actions I take."
"471","mvr935yzs1k","G5A","G",5,"A","7","2","female","35","correct","At least I knew I had a 50 percent chance that it would help me, the other could have been much less"
"472","96ni35yzazr","G9A","G",9,"A","7","2","female","51","correct",""
"473","wjpe35yztxd","G1B","G",1,"B","7","5","female","58","correct",""
"474","h2kz35yzzlc","L10B","L",10,"B","7","4","female","53","correct","I hate unknowns. I'd rather make a choice knowing the odds-in this case unknown or 50/50. Without knowing the odds, I'd be mad at myself if the bank I chose closed. Knowing its 50/50 I wouldn't be so mad. I'd figure it was just luck of the draw."
"475","ma8b35yz2um","G2A","G",2,"A","7","4","female","35","correct","I chose No Preference because both choices seemed to be more or less the same thing. "
"476","ggdk35yzn0v","L1B","L",1,"B","7","4","female","37","correct",""
"477","joxo35yzoey","L7A","L",7,"A","3","3","male","27","correct",""
"478","rt8a35yzxeg","L8A","L",8,"A","7","5","female","51","correct","There was a 50 percent chance of damage in one scenario. The other scenario offered the possibility that there was a lower chance. No guarantee of course but worth the gamble. "
"479","kx5735yzy12","L6A","L",6,"A","7","6","female","33","correct","B has the possibility of having a greater chance that the one I want is my date. With A being known 50/50, the chance of it being different in my favor for B is better for me. Also, even if the chances are worse and I end up with the really unattractive one, there is always a chance that the more attractive one was a terrible person, so the reward is potentially higher in B and the risk is not that bad."
"480","d92q35yzepk","L9A","L",9,"A","7","4","female","62","correct","No matter what the probability is, I am going to run to win."
"481","zzej35yzkax","G5A","G",5,"A","7","4","female","47","correct","I chose indifferent because neither option sounded that positive."
"482","pudh35yzatj","L8B","L",8,"B","7","3","female","64","correct","I thought I might have a better chance of no car damage."
"483","7jz335yz30r","G6A","G",6,"A","7","4","female","27","correct",""
"484","5ddo35yzxy3","G12A","G",12,"A","7","2","male","23","correct","I just felt it was better to know the percentages. "
"485","h4fu35yzqhd","L2A","L",2,"A","7","3","male","28","correct","I would rather know for sure the probability that I was bitten by one snake or another than have to think about an unknown probability."
"486","6io635yzaca","L9B","L",9,"B","7","2","male","54","correct","I was thinking that a 50/50 split basically means that half the people didn't want you. id rather be a clear winner or loser."
"487","vf7835yzsgx","L8A","L",8,"A","7","1","male","37","correct","I will go with ""A"" since at least I know I have 50% chance that my car is safe."
"488","owpu35yzmhx","G6B","G",6,"B","7","3","female","45","correct","I did not chose the 50% of my crush being at either party because then the likely hood would be the same for both. Choosing option A in which I don't know the percent chance would mean that there might be an 80% chance that my crush will be at the party. I feel I might have a better chance (that my crush will be at the party) with option A not knowing the percent chance. I think option B having a 50% chance can go either way. "
"489","vk3a35yzhs0","L1A","L",1,"A","7","5","female","30","correct",""
"490","eway35yzw3d","L2B","L",2,"B","7","7","female","41","correct","I chose the answer because the probability, in my mind, is 50/50 in that either the bite was from a lethal snake or it was not. I did not base it off of the more accurate percentages that could be determined with the total population of each type of snake because I did not have that information. "
"491","q8ew35yzfsc","G2B","G",2,"B","7","6","male","34","correct","At least in this case I would know what my odds were. It doesn't make much difference, it is just a minor comfort."
"492","ipn835yzrtc","L8A","L",8,"A","7","3","female","36","correct","I would honestly rather the hail storm not hit. Option B did not give specific percentages so it is possible that by selecting that one it could strongly swing one way or the other. Either way it is a gamble, so I would slightly prefer the one with more guaranteed even odds."
"493","oi7635yzocq","G4A","G",4,"A","7","6","female","40","correct","I was thinking I would rather there be a higher percentage of the person I was hoping it would be, hoping it would be in my favor."
"494","qi5835yz5wv","G3A","G",3,"A","7","6","female","64","correct","I'd rather not have a 50-50 choice, because there's no way to know which way it would go and I might stress over the percentages. I'd rather just know that there's a random probability it could go either way, and then I could just make my decision."
"495","3oyn35yzcwa","G11A","G",11,"A","7","3","female","43","correct","I chose the 50/50 option rather than the unknown because I wouldn't want to go to the place where the option could unknowingly be, say 5%. "
"496","0r0535yz7x8","G2A","G",2,"A","7","5","male","46","correct",""
"497","8o2c35yzyx2","L6A","L",6,"A","7","4","female","46","correct","I don't think it would really matter if it was 50/50 or an unknown probability. I don't know how the probability could be much different from half and half. "
"498","ka8i35yzhcd","L2B","L",2,"B","7","4","male","39","correct","I thought both answers were the saying the same thing. "
"499","eyfl35yz4du","G2A","G",2,"A","6","3","male","29","incorrect",""
"500","08zv35yzt7x","L4B","L",4,"B","7","6","female","58","correct",""
"501","e6wr35yz92c","L12A","L",12,"A","7","4","male","32","correct",""
"502","utch35yz4nk","G11A","G",11,"A","7","2","male","30","correct",""
"503","jod735yzest","G8A","G",8,"A","7","1","male","29","correct",""
"504","mcd735yz3ng","L12B","L",12,"B","7","4","female","47","correct","I chose no preference because I was thinking that I couldn't tell the difference between option A and option B -- mathematically, there may have been one, but I couldn't tell which was preferable so I chose no preference.  "
"505","10wp35yzl9y","G2A","G",2,"A","6","5","male","22","correct",""
"506","zkb135yz8sr","G1B","G",1,"B","7","5","male","28","correct",""
"507","bsvn35yztvz","L8B","L",8,"B","7","4","female","45","correct","Both answers left me not knowing what happened to my car. Whether I had a 50% - 50% shot of my car being damaged or knowing it was or wasn't damaged seems the same to me. In either case, I still would not know the answer."
"508","jd6p35yz3zr","G3B","G",3,"B","7","4","female","35","correct","The risk of choosing a department not favored by my boss' boss seemed the same to me either way."
"509","4iwl35yzxrj","L2B","L",2,"B","7","4","female","48","correct","I have already been bitten by the snake, and I don't know the species, so the probability of which species it was is insignificant to me.  I would either die or I wouldn't."
"510","jhql35yzjly","G3B","G",3,"B","7","2","male","37","correct",""
"511","ooxa35yzvev","G7A","G",7,"A","7","7","female","33","correct",""
"512","c7cf35yz0f2","L12B","L",12,"B","7","4","female","39","correct","There was a 50% chance no matter what choice I made."
"513","j9w735yz8bh","G4B","G",4,"B","7","6","other","21","correct",""
"514","93wy35yzb3f","L12B","L",12,"B","7","4","female","45","correct",""
"515","kp7435yz14y","L11B","L",11,"B","7","5","male","39","correct",""
"516","lgwr35yzqsg","L1B","L",1,"B","7","4","male","57","correct","Either way you are uncertain which will plummet and it is a 50/50 chance"
"517","2ejz35yzaug","L2A","L",2,"A","7","5","male","35","correct","That was tough to answer"
"518","dytr35yzvdg","L10A","L",10,"A","7","4","male","34","correct",""
"519","4dfz35yzm6z","L6B","L",6,"B","7","6","male","50","correct","I thought neither option was optimal but the known option was at least even odds."
"520","l6k735yzs52","L9B","L",9,"B","7","6","male","33","correct","At lest 50% of chance of winning instead of a unknown percentage."
"521","k10k35yzqyx","L12A","L",12,"A","7","2","female","36","correct",""
"522","d9yp35yz7e5","G11B","G",11,"B","7","4","female","48","correct","I chose no preference because there wasn't any way to know which location the bird would be at. "
"523","91x835yzab1","L11B","L",11,"B","7","6","male","35","correct",""
"524","0alf35yztk3","G7A","G",7,"A","7","4","female","45","correct","I chose the middle choice because neither one was more helpful than the other in making the decision."
"525","3h0135yzsze","G7A","G",7,"A","7","4","male","54","correct",""
"526","brf235yzd2r","L1B","L",1,"B","7","7","male","51","correct",""
"527","ydn835yz4iw","L9B","L",9,"B","7","5","male","35","correct","THough not so sure, but at least having some info is better than no info."
"528","a84935yzyg5","G11A","G",11,"A","7","3","male","33","correct",""
"529","57h135yzsph","L5A","L",5,"A","3","1","male","35","correct","I would rather have a 50/50 shot of being sick, since I didn't like not knowing the odds in the other scenario."
"530","5j2t35yz02d","L5B","L",5,"B","7","5","female","58","correct",""
"531","ivk635yzky3","L9B","L",9,"B","7","6","male","32","correct","For the question about the river flooding, it would obviously be better if my house were farther away from the river when it flooded, as this means my house is likely to be safe. For the question about re-election prospects, being 50-50 with my challenger means that at the very least, I am considered equal to my challenger and that the election could go either way. Not knowing the odds at all could mean that either I'm a terrible candidate, or I'm the best candidate, but I have no way of figuring out which applies to me."
"532","n1tg35yz7un","G7A","G",7,"A","7","2","male","34","correct",""
"533","pd5035yzxqh","L1B","L",1,"B","7","4","male","23","correct",""
"534","yv1p35yz74b","G5A","G",5,"A","7","4","female","64","correct","There was really no guarantee and A was a 50/50 while B was unknown- so it did not matter to me."
"535","8h6x35yznwy","G8B","G",8,"B","7","6","female","41","correct","I was thinking that the chances of either one being my date are out of control. I would rather have an even chance of it being either. The other choice was blind, it could have had a much higher probability of being the less attractive one. 50% chance of the really attractive one is good enough odds for me."
"536","0h6v35yzzg7","L11B","L",11,"B","7","5","male","31","correct","rather go with two 50% probabilities than undisclosed probabilities which could be 80% or higher."
"537","da0e35yzmni","G1A","G",1,"A","6","4","male","30","correct",""
"538","35s635yzjri","L8A","L",8,"A","4","4","male","48","correct",""
"539","65a135yzwzx","L7A","L",7,"A","7","3","female","48","correct","My thought was that it was better to understand my odds than to not know the odds at all."
"540","p8i435yzy8j","L9B","L",9,"B","7","3","female","51","correct","I was thinking about how I would feel in that moment. I hoped that my chances were better than 50/50 because that doesn't sound good to me."
"541","kc5035yzpbc","L10B","L",10,"B","7","4","male","40","correct","I thought that it would have made little difference for me to know in which of the two situation I was, it was always something outside of my control, so I picked neutral"
"542","kgw035yztrp","G10A","G",10,"A","7","6","female","29","correct","I decided I would probably take a chance and hope fortune was in my favor."
"543","3bxd35yzy6y","G3B","G",3,"B","7","4","male","31","correct",""
"544","xw4d35yzqsb","L6B","L",6,"B","7","5","female","36","correct","I tried placing myself in the situation and how I would feel. "
"545","ut2o35yz90w","G11A","G",11,"A","7","7","male","44","correct",""
"546","mqhr35yzbtt","G2B","G",2,"B","7","4","female","34","correct","It was a 50/50 chance if I picked the company that was going to grow the most."
"547","tjty35yzeuo","L11A","L",11,"A","7","2","male","56","correct","Known probabilities are better to know "
"548","llyp35yzufg","G1A","G",1,"A","7","1","female","28","correct","I feel like I would be more comfortable knowing there was a 50/50 chance instead of an unknown amount."
"549","f44y35yzjqr","G6B","G",6,"B","7","4","male","31","correct","it was 50/50"
"550","877935yz9qw","G2A","G",2,"A","7","3","male","40","correct",""
"551","aqsl35yz10w","L1A","L",1,"A","7","2","male","44","correct",""
"552","b8t735yz17s","L1A","L",1,"A","7","6","male","37","correct",""
"553","wzph35yzhfy","G8A","G",8,"A","2","6","female","28","correct",""
"554","5lg135yzlmf","G4B","G",4,"B","7","3","female","27","correct",""
"555","3hr635yz761","G8B","G",8,"B","7","4","female","42","correct","it didn't matter if i knew the chances or not. i didn't know which one was my date. i was thinking i would like a definitive answer about which one was my date."
"556","yhog35yzdn2","G1B","G",1,"B","7","6","male","36","correct","I feel I'd rather now the percentages"
"557","msim35yznov","G9A","G",9,"A","7","2","female","44","correct","I think I'd rather know the percentage upfront rather than have to worry about it.  "
"558","7imd35yzkbu","L3A","L",3,"A","7","6","male","28","correct","50/50 is quite high for the bad insect. I was hoping for better odds with the unknown. "
"559","5h9t35yzxxv","L11B","L",11,"B","7","6","female","43","correct","I prefer a fifty fifty scenario rather than something unknown. "
"560","l9vi35yzvbz","L7A","L",7,"A","7","2","female","31","correct",""
"561","2kos35yz75v","L5B","L",5,"B","7","4","female","34","correct",""
"562","xgxl35yz6jv","G9B","G",9,"B","7","6","male","38","correct","I was thinking about my child and it not really matter, must that my child would be happy."
"563","molg35yzxya","L2A","L",2,"A","7","6","male","37","correct","Could be 1% chance for lethal snake. I like those odds."
"564","0sou35yz8xr","L3A","L",3,"A","7","4","female","36","correct","I didn't think there was much of a difference between the two options."
"565","7ld235yzx8d","G10B","G",10,"B","7","4","male","35","correct",""
"566","nmn935yzka6","L2B","L",2,"B","2","4","female","46","correct","As I did not know the chances for one option and the other had 50-50 chance, there was not much information for me to help decide. So I chose the middle option."
"567","3lun35yzz7k","G1A","G",1,"A","7","4","male","28","correct",""
"568","w20l35yzegf","L8A","L",8,"A","7","5","male","42","correct","I was thinking about whether I would rather have a coinflip scenario where my odds are 50/50, or take my chances that my odds could be 99/1, 1/99, or basically anything in between. With this in mind, I slightly prefer the latter scenario."
"569","am8j35yzl8d","L3B","L",3,"B","7","1","male","36","correct",""
"570","t6n535yzi3a","L9B","L",9,"B","7","1","female","59","correct","I know I will either win or lose but there also is a bigger chance that I will win either more or less than fifty or fifty."
"571","gfkx35yzua2","L4B","L",4,"B","7","2","female","42","correct",""
"572","iioa35yz4g0","G7A","G",7,"A","7","7","male","42","correct","It is the situation I would actually be in because there would be no way to know where the school would be built. I'd rather focus on everything else about the homes in question and whatever happens with the school happens."
"573","cgzb35yz6nw","G8B","G",8,"B","7","6","female","57","correct","I would rather have the odds be even than the possibility that the more attractive person was low odds"
"574","xf8r35yz583","L5A","L",5,"A","7","4","male","47","correct","I tried to put myself in both situations, and there was no difference in my reaction to it. It could be worse if I chose the non 50/50 option"
"575","0rbb35yzjq8","G10A","G",10,"A","7","4","male","54","correct","It's a 50 50 chance, at least that's how I read it, so it didn't matter how I chose."
"576","0mdn35yzu3l","L9A","L",9,"A","7","7","male","39","correct","There would be more room for hope if you didn't know the exact numbers."
"577","9qqi35yz6vs","L2A","L",2,"A","7","2","male","38","correct","I want to avoid a higher risk."
"578","3ryb35yzmts","L12A","L",12,"A","7","2","female","34","correct",""
"579","q6ob35yz6s6","G9A","G",9,"A","7","1","male","36","correct","I prefer knowing the odds."
"580","uhy235yziy4","G2B","G",2,"B","7","4","female","51","correct",""
"581","k4x935yzpmp","L7B","L",7,"B","7","6","male","32","correct",""
"582","f3xf35yzq3c","G9A","G",9,"A","7","4","female","33","correct","They both had about the same probability and both the child enjoyed"
"583","a99m35yznca","L10A","L",10,"A","7","4","female","46","correct",""
"584","c1sl35yz34s","G9B","G",9,"B","7","2","male","28","correct",""
"585","f1zv35yz4od","L5B","L",5,"B","7","4","male","48","correct","I was thinking that 'unknown chance', to me, roughly translates into 'a coin toss', which is basically 50/50, or at least, feels that way."
"586","73xl35yzajx","G4B","G",4,"B","7","4","female","47","correct","The last question didn't seem to have any advantage either way, so I chose the middle option."
"587","pnlc35yzkui","L10B","L",10,"B","7","4","male","32","correct","With no additional information I couldn't see much benefit to either choice."
"588","qe7535yz5f4","G2A","G",2,"A","7","3","male","30","correct","I was almost indifferent.  Since I didn't know whether the second offer would be good or bad, it was basically the same as a 50-50 chance in my mind.  I slightly preferred the first one since I at least know the chances from the start."
"589","wice35yzph9","G4A","G",4,"A","7","6","male","27","correct",""
"590","i4ew35yzpyu","L8A","L",8,"A","7","5","male","24","correct",""
"591","6g8q35yzt9d","G1A","G",1,"A","7","6","male","39","correct",""
"592","wu4135yzjnj","L1B","L",1,"B","7","4","female","54","correct","Either situation seemed impossible to predict with any certainty which stock would be better off sold, so it didn't seem to matter - I chose no preference. "
"593","kk4735yz544","G8A","G",8,"A","7","1","female","39","correct","I would prefer to know the odds of my choice. I know that it would not matter in the long run, but I like odds. "
"594","4skw35yzvpo","L8B","L",8,"B","7","6","female","61","correct","I thought I'd rather know the odds than jump to the conclusion that my car had been damaged for sure."
"595","qzz335yz226","G7A","G",7,"A","3","4","male","46","correct",""
"596","bmec35yzp18","G11A","G",11,"A","7","4","male","27","correct",""
"597","bg4335yzjo5","G10B","G",10,"B","7","4","male","41","correct",""
"598","q8w635yz643","L6B","L",6,"B","7","6","male","36","correct","I was thinking about the fact that the situation is already uncertain, so how much of the uncertainty could I remove from the situation?  At least knowing the percentages removes that bit of uncertainty from the equation."
"599","kpnu35yzhp2","L6B","L",6,"B","7","4","female","64","correct","If I don't which one it is, makes no difference at that point if it a 50/50 or just unknown- either way, it's unknown to me."
"600","l6jz35yz4yt","L6B","L",6,"B","7","5","male","31","correct",""
"601","n11135yz8zn","G6A","G",6,"A","7","2","male","38","correct",""
"602","khmy35yzh9i","L3A","L",3,"A","7","4","female","25","correct",""
"603","bkwv35yzhcx","G3A","G",3,"A","7","1","female","55","correct","Because the question was about getting a promotion"
"604","b19w35yz9az","G6A","G",6,"A","6","6","female","32","correct","this is amy testing "
"605","h91m35yz95n","L2B","L",2,"B","7","5","male","46","correct",""
"606","kbf135yztxf","L6A","L",6,"A","7","4","male","41","correct","Neither option seemed great so I didn't particularly care about whether I knew the odds or didn't."
"607","iq8035yz5uv","G11A","G",11,"A","7","4","male","24","correct","I really couldn't care less about seeing a rare bird, so I chose indifferent. The situation is so far removed from my reality, I couldn't care to make a meaningful choice on if I wanted to take a risk to get better odds than 50%. "
"608","b9w235yz0km","L7A","L",7,"A","7","2","male","57","correct",""
"609","f6uy35yzmys","G2A","G",2,"A","7","4","male","30","correct","If I don't have any insider information, it doesn't really matter to me who gets the funding."
"610","fyai35yz7zu","L7A","L",7,"A","7","2","female","45","correct",""
"611","7ypk35yzqsl","G9B","G",9,"B","5","2","male","35","correct",""
"612","rhcr35yz1bz","L10B","L",10,"B","7","2","male","28","correct",""
"613","93uq35yzwft","L11B","L",11,"B","2","3","male","60","correct",""
"614","dn2d35yz069","L6A","L",6,"A","7","4","male","48","correct",""
"615","e3i135yz5y9","L6A","L",6,"A","7","2","male","46","correct","I wanted to have a 50% chance of ending up with the better looking date."
"616","mkyx35yzd2q","G10B","G",10,"B","7","7","male","36","correct","If I can know the percentage, I can remove some of the uncertainty/ambiguity from the situation."
"617","fptm35yzu6a","G2B","G",2,"B","7","3","male","40","correct",""
"618","6jbb35yzygb","G1A","G",1,"A","7","2","male","34","correct","The chances could have been a lot worse than 50/50. I thought about the money I might gain or lose, then made a choice."
"619","bfbc35yz8z2","L2A","L",2,"A","7","3","female","42","correct","Not knowing the probability for the second option means that the lethal snake could have had a high probability of being the snake that bit me. I thought maybe I was better off with 50/50 in that case."
"620","z83s35yzi34","L4B","L",4,"B","7","4","male","34","correct",""
"621","j21y35yz28l","L8A","L",8,"A","7","6","female","31","correct",""
"622","5tvz35yz7cp","G8A","G",8,"A","7","1","female","45","correct",""
"623","9ch935yz0cf","L2A","L",2,"A","7","4","male","40","correct","Because it would have made no difference on how much uncertain I feel about the bite, it could have also being worst"
"624","c77135yztnx","G11B","G",11,"B","7","7","female","36","correct","Having a 50/50 chance is better."
"625","485235yzqdy","G2B","G",2,"B","7","4","female","38","correct",""
"626","0ef535yzl32","G1A","G",1,"A","7","3","female","59","correct","the options weren't good for either one"
"627","fwg535yzm2e","G2A","G",2,"A","7","3","male","30","correct",""
"628","ctvq35yz67h","L2A","L",2,"A","7","5","female","40","correct","I thought that a 50% chance of the snake being poisonous seemed pretty steep.  I thought that there could be a lower percent with the other option. "
"629","fs8l35yzc2s","G1A","G",1,"A","7","2","female","27","correct",""
"630","2hd535yzuq4","G4B","G",4,"B","7","2","male","36","correct","I would prefer being in a situation where it was possible that my crush had a higher than 50% chance of liking me back."
"631","lrs135yzuqg","L7B","L",7,"B","7","6","male","39","correct","THere is still 50% chance and I know that."
"632","gzj635yzhyp","L5B","L",5,"B","7","3","female","22","correct","I chose the answer I did because while neither situation seemed very good, one of them simply had a 50-50 chance of having either pathogen and the other one was more unknown. I think I would prefer to be in a situation where it's unknown which pathogen variant I have and/or the likelihood of having either is unknown than knowing for certain that there's a 50% chance of having a really bad variant. Those odds are not good."
"633","52ov35yzdog","G2A","G",2,"A","7","4","female","39","correct","I was thinking about the data you provided me, they didn't reveal anything meaningful about the 2 companies so be hired by X or Y is totally okay for me since I don't know anything certain about them."
"634","35ev35yzolw","L12B","L",12,"B","7","6","male","35","correct",""
"635","8tao35yz1d2","L7A","L",7,"A","7","4","female","34","correct","I chose that because there is a likely probability of losing money either way, so I went with the one where it was indifferent as there will always be a chance for losing."
"636","zsw935yz97m","G2A","G",2,"A","7","1","female","59","correct","Even odds are usually better than unknown odds. "
"637","uftw35yzk17","L3A","L",3,"A","7","4","female","27","correct",""
"638","oa5p35yzuny","L9A","L",9,"A","7","6","male","27","correct","I chose the situation in which I don't know the chances, the 50/50 situation would be more stressful for me I guess."
"639","2spf35yztfl","G2A","G",2,"A","7","4","male","44","correct","50 50 chance that whatever decision I made was going to be the right one so I wasn't leaning one way or the other in the decision process."
"640","mt7r35yzkxm","G11A","G",11,"A","7","2","female","40","correct","I'm just trying to figure out the probability."
"641","qc9i35yz61a","G4A","G",4,"A","7","6","male","24","correct",""
"642","21q335yz2fe","L9B","L",9,"B","7","4","female","42","correct",""
"643","3pjw35yzlk0","L11B","L",11,"B","7","6","male","37","correct","I'd rather have a house safe from flooding, and I'd rather know the odds of my kid's program being discontinued. "
"644","3uya35yzcg3","G4A","G",4,"A","7","4","female","35","correct",""
"645","rlgz35yze34","L1B","L",1,"B","7","6","female","62","correct","I was thinking that in either question, I do not which one is going to drop, and with scenario A there was more angst because what if I choose the one that isn't going to drop and there was an 80% chance it wouldn't happen, I would have more seller's remorse than if it was the 50/50 scenario."
"646","87ql35yzkza","G4A","G",4,"A","7","4","female","38","correct",""
"647","cltp35yz3i0","L9A","L",9,"A","7","4","female","33","correct","because the election isnt set yet "
"648","j00j35yzevm","L12A","L",12,"A","7","1","female","37","correct","I'd rather know for sure than face a huge budget cut."
"649","3uh735yzimg","G3A","G",3,"A","7","2","female","40","correct",""
"650","ipxl35yzdqw","L8B","L",8,"B","7","1","male","51","correct",""
"651","uc0t35yzl7e","G10B","G",10,"B","7","7","male","37","correct","At least I know that I have a 50-50 probable."
"652","rcfa35yz5ct","L6A","L",6,"A","7","3","female","36","correct","I chose the answers that I did because they were the most preferable options for me. "
"653","8ymw35yz3mp","L7A","L",7,"A","7","2","male","31","correct","My main thought was that, since this was a casino gambling game and since 'the house always wins', the probability that there would be more red balls (even just by one) would be the likely outcome."
"654","vqa235yz0ry","G5B","G",5,"B","3","5","female","43","incorrect",""
"655","rj5935yzash","G10B","G",10,"B","7","5","female","28","correct","I was tempted to pick ""No preference"". I ended up leaning a little more to choice B, because I at least knew what the probability was. Choice A could've been a 1% chance to pick a red ball for all I knew."
"656","xuda35yz8eh","G3B","G",3,"B","7","5","female","26","correct","There's uncertainty either way. I just went with the option that has a defined probability."
"657","gzh935yz1cs","G1A","G",1,"A","7","3","female","47","correct","Choice B seemed too risky."
"658","j0s635yzhq8","G4B","G",4,"B","7","7","male","28","correct","Based on the scenario given and the likelihood that its can be a 50/50."
"659","zrzn35yzpl6","G9A","G",9,"A","7","2","female","45","correct","That 50/50 was a slightly better situation, because otherwise you could have even a 0% chance. I preferred knowing the exact probability."
"660","7jmx35yz7q2","L6A","L",6,"A","5","4","female","51","correct","I think it is probably a lose/lose situation, therefore, I have no preference."
"661","qo2k35yz8vg","G12B","G",12,"B","7","7","male","43","correct","Option B stated that both drugs have the same results."
"662","2c8135yzfab","L4A","L",4,"A","1","1","male","30","correct",""
"663","n41q35yzqsh","G6A","G",6,"A","7","3","male","42","correct",""
"664","meg335yzk3k","G6B","G",6,"B","7","4","female","54","correct","because neither A nor B really gave any benefit in my opinion"
"665","xyox35yzjtb","L1A","L",1,"A","7","4","female","56","correct","That both options were pretty similar, so it made no difference to me."
"666","q4sv35yzmzu","L5B","L",5,"B","7","6","male","24","correct","I picked what would be best for me"
"667","y9jh35yz5jw","G6A","G",6,"A","7","4","female","41","correct","There was no sure chance that I would be able to be at a party with my crush.  50/50 at the one.  3 hour distance between the two so I just chose no preference.  "
"668","96ne35yzvre","G8A","G",8,"A","7","1","female","45","correct",""
"669","jn7m35yzsdx","G9B","G",9,"B","7","3","male","43","correct",""
"670","iyp335yz6kg","L8A","L",8,"A","7","2","female","38","incorrect",""
"671","ayet35yzw75","G4B","G",4,"B","7","6","female","36","correct",""
"672","c5as35yzose","L1B","L",1,"B","7","6","male","31","correct","I thought about the implied probability because I wanted to reduce overall risk and loss. For option A the possibilities of scenarios are far greater than B (small chance of A rising, and B falling, small chance of A rising and big chance of B falling, etc). By knowing the risk of a specific option I can assume the overall probable outcome "
"673","tdcm35yznam","L3A","L",3,"A","7","4","male","57","correct",""
"674","pfoh35yzolg","L10A","L",10,"A","7","3","female","40","correct","I tried to figure what would be the best situation for me."
"675","x8dh35yzzd0","L7A","L",7,"A","7","4","female","44","correct","In all honesty in a situation like that there is no winning situation. Your going to lose either way with those odds"
"676","11s135yz90x","L1A","L",1,"A","7","4","male","49","correct","I was thinking that both options are very unappealing. Either way, I don't know which stock to sell and which one to keep. It would be far more useful to simply know which stock will plummet."
"677","p01n35yzz87","L3B","L",3,"B","7","5","female","27","correct",""
"678","hqra35yz9n4","L11A","L",11,"A","7","2","female","51","correct",""
"679","3gi135yzknc","G11B","G",11,"B","7","5","female","31","correct",""
"680","uj9b35yzpi8","L11A","L",11,"A","7","2","male","53","correct",""
"681","b2n535yz0nn","L3A","L",3,"A","7","6","female","37","correct","I was considering if it would matter which type of insect it was."
"682","nyra35yzzzq","L1B","L",1,"B","7","6","female","33","correct","I thought that a known 50% probability for two stocks was a more comfortable psychological situation than an unknown probability of plummet for each."
"683","svad35yzu3l","G9A","G",9,"A","7","4","male","35","correct","I would just let my child choose which they wanted to do since the 50/50 odds are unhelpful and not knowing the odds are equally unhelpful in the decision making process. "
"684","1hh635yz6f1","L2A","L",2,"A","7","4","female","60","correct",""
"685","f86235yzgh5","L10B","L",10,"B","7","4","female","52","correct","Both answers did not include any likelihood that one was better than the other. It would be just a gamble choosing either one so it wouldn't matter one way or the other and I would just pick which ever one they needed my help at the most at the present time."
"686","nrbc35yzwox","L3B","L",3,"B","7","5","female","56","correct","there was a chance that it would not be the worse case."
"687","nz4n35yzon8","L6B","L",6,"B","7","7","female","37","correct","There were two options 50/50 chance"
"688","cjo135yzwnq","G7A","G",7,"A","7","6","male","34","correct","Choice A only gives me a 50 percent chance of having the school built there, while Choice B might give me a higher percentage chance of having the great school in that town."
"689","qz5w35yzybk","G5A","G",5,"A","7","2","male","25","correct",""
"690","tol535yz3gw","L7B","L",7,"B","7","2","male","33","correct","Both choices seemed similar, in either case you do not know which color ball you are going to pick. Hence I picked the first choice. "
"691","l8nu35yzk8x","G9B","G",9,"B","7","2","male","34","correct","I picked it because I think I'd most likely them get some funding then the chance they could end up getting nothing at all. "
"692","ft1835yzutu","L8A","L",8,"A","7","4","female","28","correct",""
"693","3vyb35yza1o","G10B","G",10,"B","7","7","male","52","correct","the chance of having a 50% chance of winning a $1000 seemed better"
"694","mbfb35yzs5j","L6A","L",6,"A","7","1","male","33","correct",""
"695","250s35yzv54","G5A","G",5,"A","5","5","male","47","incorrect","Don't like being by lakes"
"696","yzq135yz8hi","G11A","G",11,"A","7","2","female","33","correct","If I didn't know the probability then i could end up going to a reserve with only 2% chance of having the bird, and basically have no chance of seeing it, without even knowing."
"697","e1lb35yzj1u","G1B","G",1,"B","7","2","female","46","correct","The probability in the 50/50 scenario was known, I chose the other option because maybe the probability would work out more in my favor."
"698","ya0035yzv0h","L3A","L",3,"A","7","2","female","55","correct","Knowing the odds would help me decide what to do next."
"699","kavz35yzlf4","G2B","G",2,"B","7","4","male","29","correct",""
"700","y2xm35yzzva","L7B","L",7,"B","1","4","male","25","correct","Because it's a random chance so there's no point trying to control it. "
"701","fngk35yz06n","G11A","G",11,"A","7","2","female","38","correct","Because the question is all about spotting the bird."
"702","veis35yzwl8","G1A","G",1,"A","7","2","female","63","correct","I chose that answer because the outcome seemed to me that it would impact me the least potentially negatively."
"703","d75g35yzd0g","G12B","G",12,"B","7","2","female","32","correct","I would rather not know and I hope I chose the right pill then know a probability "
"704","cyl935yz05i","G7A","G",7,"A","6","5","male","25","correct",""
"705","gddz35yz506","L3B","L",3,"B","7","5","male","40","correct",""
"706","0d3y35yzsu3","L5B","L",5,"B","7","4","male","38","correct",""
"707","bzps35yzoka","G10A","G",10,"A","7","2","male","25","correct",""
"708","y1zq35yz5r6","G3A","G",3,"A","7","4","male","47","correct","If I don't know the probability, to me it's as if there were equal probability (50/50)."
"709","ve0r35yzu42","L8B","L",8,"B","7","4","female","31","correct","I thought that in either case, I did not know definitely what the outcome would be until I got back. Therefore, I had no preference for either choice."
