subject,condition,vignetteType,vignetteNumber,Start100,vignette,dummyConfidence,dummyXprob,dummyYprob,vignetteConfidence,vignetteXprob,vignetteYprob,gender,age,postQuestion1,postQuestion2
bpmk35yzloj,G5y,G,5,y,G5,3,90,10,3,93,7,male,40,correct,NA
e6xz35yzoj3,G2x,G,2,x,G2,4,95,5,2,10,90,female,51,correct,"I was thinking that it was unlikely for an extremely attractive person to go to a blind date, so I assigned a 10% probability only."
agr735yzxiy,L1x,L,1,x,L1,3,95,5,1,65,35,female,57,correct,"I figured that it was more likely that the ball chosen would be red because casinos don't like to lose.  But I also figured that there would actually be some yellow balls as well. I wasn't confident in my answer, but I did feel that it was more likely to be red than yellow."
6wcc35yz43d,L5y,L,5,y,L5,3,82,18,3,50,50,male,20,correct,"If there is no certain answer, probabilities are 50-50"
m5bm35yz7kq,G7y,G,7,y,G7,4,100,0,3,50,50,female,29,correct,The last question seemed really indecisive so I figured it could go either way and I went ahead and chose 50/50 probability for that reason
6e7o35yzhmr,L4y,L,4,y,L4,3,90,10,1,50,50,female,44,correct,I though there was a 50/50 chance since there are only 2 things.
9q8235yzud0,L7y,L,7,y,L7,3,80,20,3,50,50,female,56,correct,I just made a 50/50 guess as I did not have enough information to predict one over the other.
wh0y35yz14v,G8y,G,8,y,G8,4,98,2,1,39,61,female,38,correct,NA
ykky35yzkrj,L10x,L,10,x,L10,3,90,10,3,50,50,female,45,correct,Because it is either one or the other so 50/50 made sense for the answer.
mgoq35yzk8t,G12x,G,12,x,G12,4,95,5,3,50,50,female,60,correct,The vignette said that the drugs worked very well but were different for different people - I rated them both 50% because one or the other may not work for the person taking them.
gij135yzlbf,G4y,G,4,y,G4,4,85,15,3,50,50,female,46,correct,I figured it was a 50/50 chance.
qzme35yz1d1,G8y,G,8,y,G8,3,90,10,1,65,35,female,43,correct,"Hopeful mostly I guess. That, and I am more likely to let myself feel attraction, have a crush on someone, when I am getting some signals they may like me back. Even if the signals are quiet or unconscious."
s0iv35yzt0a,L5y,L,5,y,L5,4,92,8,1,50,50,female,59,correct,"An anon tip is heresay and anything can happen.  There is an equal chance it could go up or down. I was not so confident in what the stockbroker said and who knows, maybe he was looking to make some money from this tip."
4dy735yzixp,G1x,G,1,x,G1,4,95,5,1,1,99,male,20,correct,"I thought about saying it was a 50/50% chance because theoratically, it could be, and since I had no information about the probability, I had no idea of knowing. But then I thought about the fact that the scenarion took place in a casino, so they need a very low chance of someone picking the 1000$ balll, so I thought I'd put 1% (though I would have chosen 0.001% if given the possibility,I didn't want to say the chance was 0%)"
ichk35yz2z6,L11y,L,11,y,L11,4,78,22,3,40,60,male,31,correct,NA
lllk35yz0zn,G5x,G,5,x,G5,4,90,10,3,50,50,male,54,correct,NA
dd6y35yzv1n,L4x,L,4,x,L4,3,85,15,0,50,50,male,41,correct,NA
ssy735yzbst,G9y,G,9,y,G9,3,80,20,0,50,50,female,39,correct,NA
10ep35yzaln,G12x,G,12,x,G12,3,75,25,0,50,50,male,26,correct,There was no data out for either drug and there were two drugs to choose from so it's a 50-50 coin flip.
cz0q35yzfcd,G5x,G,5,x,G5,3,7,93,2,52,48,female,44,correct,NA
ixk035yzbwz,L9x,L,9,x,L9,4,85,15,1,50,50,female,58,correct,"I chose the answer that I did based on the information available to me. I was thinking that it's equally likely that it was one of the two viruses, but it couldn't be both."
4w7w35yz80r,L10x,L,10,x,L10,4,95,5,0,50,50,female,24,correct,NA
bgcg35yzz5v,G2x,G,2,x,G2,2,73,27,1,55,45,female,39,correct,NA
hucz35yz432,L11y,L,11,y,L11,2,59,41,2,47,53,female,29,incorrect,NA
oo1s35yzb8r,G12x,G,12,x,G12,3,90,10,3,50,50,male,51,correct,NA
u7w735yz48w,L7x,L,7,x,L7,3,90,10,3,50,50,female,51,correct,Because there was an equal uncertainty
qokr35yzmbo,L9y,L,9,y,L9,3,75,25,1,39,61,male,25,correct,NA
mysh35yzolx,G4x,G,4,x,G4,4,99,1,2,50,50,male,55,correct,NA
htix35yzdsn,L8y,L,8,y,L8,3,87,13,2,35,65,female,47,correct,I was thinking that there are more of the harmless snakes than the potentially deadly ones.
d1f535yz3uu,L9x,L,9,x,L9,4,85,15,3,50,50,female,32,correct,NA
ikln35yz84p,L9y,L,9,y,L9,4,95,5,3,50,50,male,49,correct,Without further info 50/50 was the only logical answer.
b5ax35yz2zz,L11y,L,11,y,L11,3,95,5,3,50,50,female,43,correct,I felt that there was an equal chance of the car being hit. I was thinking of the likely hood whether there was a chance or not.
v8xt35yz2kw,G5y,G,5,y,G5,4,95,5,3,50,50,male,32,correct,NA
nz6x35yz265,G10x,G,10,x,G10,2,15,85,0,50,50,male,78,correct,I thought I had a 50/50 chance at either party that my crush would be there.
skdh35yz1g2,L4x,L,4,x,L4,3,71,29,2,51,49,male,53,incorrect,NA
g15j35yzahz,L2y,L,2,y,L2,3,79,21,2,51,49,male,39,correct,NA
iwhz35yz2ql,G3y,G,3,y,G3,3,80,20,4,50,50,female,45,correct,"There are only 2 departments, and one them WILL be heavily supported. So, I assigned a 50% probability to each department."
7jyl35yzk1i,L3y,L,3,y,L3,3,95,5,1,60,40,female,39,correct,NA
t5p335yzxdw,L10x,L,10,x,L10,4,95,5,3,40,60,male,38,correct,"I figured if I had the deadly pathogen I'd be sick or near death. The scenario didn't mention anything about me being sick, so I was fairly confident that I didn't have the deadly pathogen."
bxfk35yzrd5,L5y,L,5,y,L5,4,90,10,2,50,50,female,34,correct,"There didn't seem to be much indication as to which way it would go, so 50/50 odds seemed the most reasonable answer.  I thought that, as I didn't have a clear indication, this way seemed to make the most mathematical sense."
xazj35yzgy0,G5x,G,5,x,G5,4,97,3,3,50,50,female,52,correct,For the last question I picked 50/50 because of the stock broker not knowing which one will sky rocket. It just seemed like there would be a 50/50 change then.But honestly I do not believe that a stockbroker would not know which one.
7vtx35yznbw,L2x,L,2,x,L2,3,90,10,3,20,80,male,48,correct,"I was thinking of my friend and if my friend would set me up with someone that I would find unattractive. That seemed unlikely, but possible. I was thinking of me and my friends and what we would do in that scenario."
z5mp35yzqg8,L10y,L,10,y,L10,4,95,5,2,50,50,male,54,correct,"It was stated that the probabilities of each variant was unknown.  So I chose the ""coin toss"" answer...  50/50"
d5cn35yzmht,G6y,G,6,y,G6,3,92,8,1,59,41,female,36,correct,NA
8jly35yzx4e,L9y,L,9,y,L9,0,51,49,0,48,52,male,35,incorrect,NA
sa1w35yzrqg,L12y,L,12,y,L12,4,85,15,2,47,53,male,44,correct,"I thought a five-term mayor would have experience winning elections so I thought the chances of winning were greater than 50-50. However, with a surprisingly powerful challenger and a lack of other details I did not think the chances of winning were much greater than 50%."
as4e35yz6ka,L10y,L,10,y,L10,3,91,9,1,30,70,male,45,correct,If the pathogen was deadly it might have already killed me
o3rz35yz0sk,L6y,L,6,y,L6,3,90,10,2,50,50,female,55,correct,"I don't know the probability of X or Y to be closed, so it is 50/50 for me with my actual knowledge."
wzue35yzkne,L9x,L,9,x,L9,2,34,66,3,62,38,male,34,correct,NA
f8f435yz7sd,G4y,G,4,y,G4,4,85,15,3,50,50,male,20,correct,NA
qw8w35yzgib,G3x,G,3,x,G3,3,90,10,2,50,50,male,36,correct,NA
r05635yz8tv,L2x,L,2,x,L2,3,80,20,3,30,70,female,50,correct,NA
nplx35yz0ar,G10y,G,10,y,G10,4,90,10,3,50,50,female,50,correct,Because the chances of him being at one of the two parties was 50/50
8nu635yz94r,G7x,G,7,x,G7,4,90,10,3,50,50,male,49,correct,"The fact that the decision had not been made as to where the school would be built, so therefore it's a fifty-fifty chance at this point."
6dq935yz1o5,G9y,G,9,y,G9,4,100,0,3,50,50,female,39,correct,NA
ydca35yz1w5,L10y,L,10,y,L10,1,59,41,2,63,37,male,37,correct,NA
wfd635yzmvm,G12x,G,12,x,G12,4,91,9,2,45,55,female,29,correct,NA
fqk535yzvf4,G8x,G,8,x,G8,4,100,0,3,50,50,female,44,correct,It could go either way.  Not enough background info to make a decision that would give more of a percentage to one over the other.
qr2h35yzagx,L9y,L,9,y,L9,4,90,10,2,50,50,female,38,correct,because there was no information to lead me more to one than the other
xgzq35yziyi,L3y,L,3,y,L3,3,82,18,2,53,47,female,35,correct,It gives no information about either company so it is a 50 50 shot of them slashing either one.
4pjd35yznir,G11x,G,11,x,G11,4,95,5,3,60,40,female,42,incorrect,NA
26ff35yzol3,L11y,L,11,y,L11,3,90,10,3,0,100,female,34,correct,NA
llkn35yz6gs,G9x,G,9,x,G9,1,94,6,2,50,50,female,44,correct,"I thought that without trying either personally or at least getting feedback, I could not know for sure."
3rjb35yz7vd,G1y,G,1,y,G1,4,50,50,3,50,50,male,25,correct,NA
zf9q35yzg33,L3x,L,3,x,L3,3,90,10,2,50,50,male,39,correct,"I didn't have enough information to make a judgement, I guess it could be 50-50."
685m35yzw6f,G2y,G,2,y,G2,3,90,10,3,40,60,female,53,correct,NA
4cn435yzkza,L2x,L,2,x,L2,3,92,8,3,52,48,female,64,correct,I usually get the short end of the stick
o8ql35yz6v2,G7x,G,7,x,G7,1,70,30,3,49,51,male,25,correct,NA
oe2035yz1e7,G1x,G,1,x,G1,4,100,0,3,99,1,male,38,correct,I made the wrong answer. I meant to say the red ball is 1% and that i was reasonably confident. I chose this because with these games its usually one person winning the big prize.
l4pf35yzylx,L2y,L,2,y,L2,4,80,20,2,30,70,male,45,correct,I was thinking my friend likely knows who I would find attractive and wouldn't set me up with someone I would find extremely unattractive.
1mci35yzxk2,G7x,G,7,x,G7,4,95,5,0,48,52,male,25,correct,NA
2vd835yzmk8,L7x,L,7,x,L7,3,70,30,1,55,45,male,66,correct,"Without too much info, it seemed like a 50/50/ chance. I made it 55 because insect x was so destructive."
vtvs35yz4n8,L7x,L,7,x,L7,4,95,5,2,50,50,male,45,correct,NA
7mui35yztp8,L8x,L,8,x,L8,4,95,5,3,50,50,female,34,correct,There wasn't enough information to determine either snake.
aqg235yzsy8,L5y,L,5,y,L5,3,70,30,2,44,56,female,28,correct,NA
5beg35yzth7,G9y,G,9,y,G9,4,100,0,3,50,50,female,41,correct,"It was only two options, it just felt like a 50/50 situation for me."
k84b35yzsha,L7y,L,7,y,L7,3,90,10,3,50,50,female,67,correct,NA
xauq35yzo7m,L1x,L,1,x,L1,3,91,9,0,69,31,female,41,correct,NA
14sy35yzpny,G10x,G,10,x,G10,3,80,20,3,51,49,male,28,correct,NA
z4t635yz7jj,L1y,L,1,y,L1,4,90,10,0,50,50,male,47,correct,NA
3zwv35yzhnk,L6x,L,6,x,L6,3,90,10,1,50,50,female,39,correct,NA
7fm735yzf09,L11y,L,11,y,L11,3,80,20,1,65,35,female,40,correct,I live in a state where hailstorms are common so I know that if a hailstorm was near the airport my car probably got hit but I was reluctant to say there was a 100% chance because I also know that hail can hit one spot and not another only few miles or even yards away.
54nr35yzz0b,L1y,L,1,y,L1,4,85,15,3,50,50,male,30,correct,NA
wk6p35yzaje,L8y,L,8,y,L8,3,90,10,3,50,50,female,70,correct,because I did not see the snake
crlh35yzadi,L4y,L,4,y,L4,3,33,67,2,50,50,female,43,correct,"it could go either way, there was not enough information to guess beyond 50/50"
q28035yz3sj,G7x,G,7,x,G7,2,59,41,2,48,52,female,46,correct,NA
vw7o35yzdkw,L7y,L,7,y,L7,3,90,10,1,62,38,female,54,correct,I picked the worst situation because it is better to treat it as such then have your house be destroyed.
xsc135yztqj,L7y,L,7,y,L7,3,80,20,3,50,50,male,51,correct,Given the limited information available I saw no reason why there would be any better than a 50% chance of either species infesting my house.
8ggi35yzw4u,L3y,L,3,y,L3,4,95,5,2,50,50,male,35,correct,NA
908535yz114,G4y,G,4,y,G4,4,85,15,3,70,30,female,22,correct,"Both of the endeavors have equal chance though X might get more chance than Y. Therefore I chose 70:30 probability. My decision might be wrong and so I did not choose ""extremely confident""."
k8cx35yzpjx,L2y,L,2,y,L2,2,50,50,3,20,80,male,28,correct,NA
oind35yzvgj,G6y,G,6,y,G6,4,82,18,2,51,49,female,30,correct,I thought they were both basically equal so just picked the one that seemed it may get it.
ucly35yzlzv,L10y,L,10,y,L10,4,99,1,0,50,50,male,30,correct,NA
pt6i35yz4dw,L5y,L,5,y,L5,2,70,30,2,50,50,female,70,correct,"From my experience and I do invest in stocks, I have found that it is about 50/50 chance of a stock plummeting. The last time this happened to me, I let my financial adviser talk me out of selling a stock. He was wrong."
15ds35yzw0s,G9x,G,9,x,G9,4,100,0,3,50,50,female,51,correct,I think that both X or Y could have an equal impact on greatly improving my stamina.
jq8s35yz88v,L5x,L,5,x,L5,3,85,15,1,50,50,female,27,correct,NA
iosd35yznww,G5x,G,5,x,G5,4,99,1,3,97,3,female,34,correct,NA
9x4y35yzu7s,G8x,G,8,x,G8,4,90,10,4,50,50,female,40,correct,Without further knowledge it could go either way.
3mwy35yz56m,L2x,L,2,x,L2,4,90,10,2,50,50,female,33,correct,I chose that answer because there was limited information to go on. I knew there was a 50/50 chance of the date being attractive.
05xh35yzpi6,G7y,G,7,y,G7,1,57,43,2,45,55,female,68,correct,NA
nbd935yzzaz,G6x,G,6,x,G6,3,80,20,1,50,50,female,26,correct,"Well there was no information that would lead me to lean either way, so I just split it 50/50."
06p135yz4cw,G4x,G,4,x,G4,3,87,13,1,50,50,female,36,correct,NA
ekm735yz4g7,L2y,L,2,y,L2,3,90,10,2,50,50,female,62,correct,I felt like there was 50/50 chance it could be either.
gqy235yzrlw,L2y,L,2,y,L2,3,95,5,2,50,50,female,46,correct,NA
pf3y35yztuv,G1x,G,1,x,G1,3,80,20,2,50,50,female,58,correct,NA
t4kh35yzkc4,G3x,G,3,x,G3,4,94,6,3,50,50,male,36,correct,"I had no information about what made each department different, so as far as I knew it was a 50/50 chance."
ogsk35yzi5l,L6y,L,6,y,L6,3,85,15,3,50,50,male,41,correct,because either location could be the one that is closed.
v3dq35yzdtl,G8y,G,8,y,G8,3,90,10,2,50,50,female,34,correct,I chose the answer the way I did because it seemed just as likely that either X or Y could be the one with the crush on me in the give scenario. It didn't seem that whether or not I had romantic interest in X but not Y mattered at all when it came down to which one had a crush on me. Either one seemed just as likely in that situation.
s9yu35yzyux,L12y,L,12,y,L12,2,68,32,1,46,54,female,31,correct,NA
v9qe35yz0ks,L4y,L,4,y,L4,3,76,24,3,23,77,male,35,correct,NA
1vhr35yzm13,L10x,L,10,x,L10,4,90,10,3,50,50,female,30,correct,"It's hard to determine - it's either one or the other so I chose 50% for each, because you won't be certain until you check to see what kind you have."
8dsk35yzdvb,L10y,L,10,y,L10,4,85,15,2,65,35,male,29,correct,NA
b81435yzjkx,G4y,G,4,y,G4,4,97,3,3,50,50,male,62,correct,NA
3bw035yzjit,G7y,G,7,y,G7,4,100,0,2,50,50,male,51,correct,There was not much information as to why the school would be built so I felt it could go 50/50 either way.
5i6535yznox,G6x,G,6,x,G6,3,80,20,2,50,50,male,37,correct,NA
v43h35yzoo8,L7x,L,7,x,L7,2,48,52,2,64,36,female,45,correct,NA
3lbi35yzk5p,G7y,G,7,y,G7,3,24,76,1,50,50,male,48,correct,NA
9ljs35yzr91,G9x,G,9,x,G9,3,95,5,0,10,90,female,43,correct,NA
52qc35yzl9b,G12x,G,12,x,G12,4,90,10,1,50,50,male,50,correct,"Both drugs are supposed to improve memory, but one drug works for some people and the other drug works for other people. Since both drugs are slow acting, the student only had time to try one of the drugs, so there's only a 50% chance that the drug that they took would work for them."
2zcz35yz0tc,G2y,G,2,y,G2,2,72,28,0,30,70,male,29,correct,NA
wxjv35yz4xd,G7x,G,7,x,G7,4,95,5,0,50,50,female,65,correct,"I didn't have enough information to guess anything other than 50/50 chance for each house. There were no factors mentioned that might have made one neighborhood more likely than other. However, I also said I had no confidence in my answer because it truly was just a guess. It could be that the real chances were much different but I just didn't have the information."
orno35yzeql,L7y,L,7,y,L7,4,100,0,3,50,50,female,67,correct,I was thinking that the odds were even on whether it was species X or Y
ibjq35yzlfn,G3y,G,3,y,G3,3,98,2,0,50,50,female,25,correct,I said there was a 50-50 chance because my boss's boss's decision was unknown.
jg4535yzbn8,G9x,G,9,x,G9,4,100,0,2,50,50,male,25,correct,I thought that there was an equal chance between the protocols since the probability was unknown and there was two options.
k0z435yz19u,G1x,G,1,x,G1,1,95,5,0,1,99,male,42,correct,NA
szph35yz80t,G12x,G,12,x,G12,4,85,15,3,25,75,female,48,correct,NA
4irc35yz9ur,L2x,L,2,x,L2,3,90,10,3,60,40,female,48,correct,"I was thinking that I have bad luck, so I would probably be matched with the ugly guy.  Plus, I'm no super model, so if a guy was really attractive, he would probably be there with someone else.  I'm avergae, so I would expect my friend to set me up with someone like me."
se1m35yzwws,G3y,G,3,y,G3,3,99,1,4,50,50,female,58,correct,NA
xzat35yzj25,G3x,G,3,x,G3,3,95,5,2,50,50,female,34,correct,NA
y7lp35yzett,L11x,L,11,x,L11,1,50,50,2,80,20,female,47,correct,NA
igrz35yzw7p,G3x,G,3,x,G3,3,42,58,3,69,31,male,35,correct,NA
50jx35yzdfk,L6x,L,6,x,L6,3,90,10,3,50,50,female,53,correct,NA
c4lk35yz0o3,G3y,G,3,y,G3,3,95,5,3,50,50,female,43,correct,"There was nothingn to indicate which department the boss would support, so there is an equally likely chance either one would be supported."
bsdt35yz4mm,L11x,L,11,x,L11,3,81,19,3,51,49,female,34,correct,NA
0efh35yz9hd,L8y,L,8,y,L8,4,100,0,3,52,48,female,52,correct,I just took a guess on that question It could be either or
75zp35yzzui,L3y,L,3,y,L3,3,94,6,2,50,50,female,46,correct,"For now, since that is all the information I have then I suppose it's a 50/50 chance for which department."
g1oa35yzp1o,G5x,G,5,x,G5,3,90,10,0,50,50,male,36,correct,NA
gj2o35yzm11,L11x,L,11,x,L11,3,80,20,2,60,40,female,30,correct,Well hail storms with such damaging effects don't usually hit large swaths of land so even if there was one going through a part of town it may not hit the part my car was in.
xxhy35yztb2,L10x,L,10,x,L10,4,100,0,1,0,100,male,37,correct,I was thinking that if I showed no symptoms that it would most likely be benign.
sos435yzz02,L8y,L,8,y,L8,4,90,10,2,20,80,female,50,correct,"1.) All the signs were there for rain probability.
2.) The symptoms for the fatal snake bite should be starting soon."
ztul35yzoas,G6x,G,6,x,G6,3,80,20,2,50,50,male,46,correct,I didn't have any more information to go on about the likelihood of either company getting the funding so I chose 50%.
3dij35yzwkz,L3y,L,3,y,L3,2,70,30,3,50,50,other,31,correct,NA
fg8035yz5aq,L7y,L,7,y,L7,4,100,0,3,50,50,female,35,correct,since both options of insect x and y were equally probable then I guessed in the middle at 50%
rrcd35yzbs8,L8y,L,8,y,L8,4,80,20,1,50,50,male,35,correct,NA
s4ex35yzp52,G4x,G,4,x,G4,3,90,10,1,50,50,male,25,correct,There wasn't enough information to guess anything other than 50%.
hl7835yzqdw,L1y,L,1,y,L1,4,98,2,3,50,50,male,37,correct,It is likely that it will be a 50/50 split between the 2 colors in the urn.
lsvg35yzupl,L5x,L,5,x,L5,3,88,12,2,77,23,female,48,correct,NA
vyur35yzuah,L8x,L,8,x,L8,3,75,25,2,50,50,male,37,correct,I chose the answer that makes the most sense as I was unsure which species it was.
yuok35yzl50,G1y,G,1,y,G1,3,87,13,2,3,97,other,25,correct,"I was thinking that $1000 is a lot of money to give away, so the odds of picking a red ball must be pretty low."
k2ry35yzf0c,G9x,G,9,x,G9,4,97,3,3,50,50,female,46,correct,It was not predetermined which protocol would be better for a runner so I felt they had an equal probability of being successful or resulting in improvement for the runner(s).
skzb35yzut9,L1y,L,1,y,L1,4,96,4,3,50,50,female,50,correct,"That last question was more difficult to answer as there was not enough information about how many of each color were included in the 1000 balls, so I chose 50/50 because in my mind there were two colors or options and if I chose one-it could be either yellow or red and hopefully not red so I wouldn't lose $1000.  It was just a logical guess."
vlbf35yzn91,G7x,G,7,x,G7,3,85,15,2,50,50,male,25,correct,I made a fifty fifty choice because there was no other facts to imply that there was more chance for one of the neighborhoods to build the school.
183835yzvzp,L9x,L,9,x,L9,4,92,8,3,50,50,female,32,correct,NA
uyqm35yzgt4,L12y,L,12,y,L12,4,90,10,2,65,35,male,33,correct,NA
l79v35yzz0r,L6y,L,6,y,L6,3,80,20,2,50,50,male,31,correct,NA
qdo635yzm3q,G8y,G,8,y,G8,3,90,10,2,70,30,female,51,correct,"You can usually tell if someone is interested in you, especially if you are interested in them."
zeee35yz1e0,L6y,L,6,y,L6,1,70,30,3,50,50,male,46,correct,"Since the management was not sure which of the two branches would be closed, the safe probability to assume is 50:50"
3x7835yz2en,L9x,L,9,x,L9,2,95,5,3,50,50,female,48,correct,"It was impossible to tell which was more likely, so I split it down the middle."
4od135yztio,L10x,L,10,x,L10,4,95,5,3,50,50,male,31,correct,"I figured it could be either one, so it was a 50/50 chance."
z6rh35yzh0w,G4x,G,4,x,G4,2,40,60,3,37,63,female,20,incorrect,NA
v2zh35yz4j3,G10y,G,10,y,G10,2,73,27,2,12,88,male,48,correct,About how it is not uncommon for someone to not be able to go to multiple parties.
qo3w35yzzxj,G9y,G,9,y,G9,3,72,28,2,37,63,female,40,correct,NA
x7xz35yzzcv,L10x,L,10,x,L10,2,75,25,3,49,51,female,58,correct,NA
fnrs35yz8ww,G3x,G,3,x,G3,3,98,2,3,100,0,female,53,correct,NA
h0dv35yz43z,L3y,L,3,y,L3,2,80,20,0,50,50,female,34,correct,"With no more information than provided, I felt like it was an equal chance of guessing on each one. Obviously based on performance and costs/benefit one is more likely than the other, but I had no way of knowing which one. SO I felt with the information I had each was as equally likely, but as I indicated, I had no confidence in my answer because the scenario required additional information to make an informed decision."
p01k35yz19m,L6x,L,6,x,L6,3,85,15,3,50,50,male,55,correct,only 2 choices so that's fitty fitty
5nq835yzbvd,L3y,L,3,y,L3,3,50,50,3,50,50,female,38,correct,"Actually the question was about departmental budgets - which was not an option in the radio buttons. The situations were so hypothetical but also believable that without further context it was impossible to know for certain one way or another, so I split the difference."
b8dq35yzh13,L12x,L,12,x,L12,3,98,2,2,48,52,female,29,correct,NA
483135yzqmj,L12y,L,12,y,L12,2,90,10,1,60,40,male,45,correct,"It was mentioned that the other candidate is powerful candidate, so I have little less chance to win again. Mostly people are not satisfied with the current mayor due to many grievances they have, so if given an option to select another powerful person, they are likely to give him/her a chance."
8wfx35yz1m0,G3y,G,3,y,G3,3,100,0,3,100,0,female,45,correct,"It was relayed to me that our boss stated only one would be supported, while the other would not. That is how I came to my answer."
in2z35yzz6s,G12x,G,12,x,G12,3,98,2,2,50,50,female,45,correct,NA
1p3u35yz2bz,L7x,L,7,x,L7,4,90,10,3,50,50,male,31,correct,"It's just a logical choice. It's either A or B, 50/50."
o7vf35yzfly,G10x,G,10,x,G10,3,90,10,3,50,50,female,66,correct,You have no knowledge to base a decision so it would at least be a 50/50 chance.
pa3n35yzvu4,G9y,G,9,y,G9,1,55,45,2,34,66,male,30,correct,About Microsoft updates
vjn735yzvs3,G8x,G,8,x,G8,3,95,5,1,40,60,male,35,correct,NA
917e35yzbj0,L6x,L,6,x,L6,4,94,6,2,50,50,female,41,correct,It really could go either way
zedx35yzt5m,G9y,G,9,y,G9,2,78,22,3,50,50,male,32,correct,"each works for some people rather than others, so i chose 50%"
6de335yz77w,G1y,G,1,y,G1,3,95,5,2,5,95,female,40,correct,"I chose an answer based on the belief that ""the house always wins"" or that it is possible but unlikely that I would win."
9ckq35yzll8,L9x,L,9,x,L9,3,67,33,3,92,8,male,26,correct,NA
blgb35yzg7r,G10x,G,10,x,G10,3,85,15,2,50,50,male,36,correct,NA
11z235yzw2d,G6x,G,6,x,G6,1,49,51,2,50,50,male,31,correct,NA
uapd35yz9gn,G5x,G,5,x,G5,4,93,7,3,50,50,male,34,correct,NA
95ox35yzmlq,G9y,G,9,y,G9,3,100,0,2,63,37,female,43,incorrect,NA
ep3i35yzcku,L9y,L,9,y,L9,3,80,20,3,50,50,male,52,correct,"I had no idea which virus it was with the information given and so I had to assume there would be
a 50/50 chance of it being either virus to be safe."
jdkw35yzlsz,L6x,L,6,x,L6,3,87,13,1,50,50,female,34,correct,"It would be equally likely, I haven't seen what the branches look like or the customer information so it would stay at 50"
o8yp35yz76p,G5y,G,5,y,G5,3,97,3,1,70,30,female,64,correct,went with my feeling
rm6535yzwox,L10x,L,10,x,L10,3,85,15,1,50,50,female,65,correct,NA
xau535yzphd,L6x,L,6,x,L6,3,90,10,2,55,45,male,29,correct,NA
zu1535yzo9y,L8y,L,8,y,L8,3,97,3,3,50,50,female,27,correct,There are two different types so I figured it really was a 50/50 situation.
97aa35yz1ff,G1x,G,1,x,G1,4,98,2,3,31,69,male,50,correct,"I think that at a casino, they would not be using an equal amount of red and yellow balls. They would probably use 4x as more yellow balls than red ones so they are not paying out $1000 each time.
In fact now that I think about it I should have made the probability that a red ball to be grabbed to be even lower."
kfld35yzjuj,G6y,G,6,y,G6,4,95,5,4,50,50,male,45,correct,Because the information given to me was vague and could have gone either way.
pz5m35yzf33,G2x,G,2,x,G2,4,95,5,2,50,50,female,39,correct,I think those 2 people have equal possibility to be my date. Some attractive people can have a hard time finding a partner as well.
tz5b35yzr7z,L7x,L,7,x,L7,4,98,2,3,40,60,female,27,correct,"I feel that it's more of a 50/50 but because Y is less invasive than X, I leaned more towards that probability."
4ixc35yz1uu,L5y,L,5,y,L5,4,100,0,2,50,50,female,27,correct,NA
9ta035yzs22,G3x,G,3,x,G3,4,91,9,4,50,50,female,49,correct,NA
wqvr35yzgyt,L9y,L,9,y,L9,4,85,15,3,50,50,male,36,correct,I made the best choice with the information provided.
ew2535yzdkl,L9y,L,9,y,L9,3,82,18,2,5,95,male,59,correct,I answered the way I did based on the fact that few viruses take that long to be removed. I was thinking about the amount of time to do the removal.
2huq35yzrno,L12y,L,12,y,L12,3,85,15,0,53,47,male,70,correct,The other candidate seemed to stand a good chance of winning.
jmdg35yzxh1,L7x,L,7,x,L7,3,80,20,0,40,60,female,60,correct,I was being optimistic that the insect infestation was not the one that would do damage to the house.
602f35yzrwq,L4x,L,4,x,L4,3,88,12,0,50,50,male,35,correct,NA
gdtp35yzw5w,L12y,L,12,y,L12,4,90,10,0,50,50,male,47,correct,"I was not given enough information to choose otherwise. I thought that if I was that concerned, then it must be a toss up."
r3ha35yzo7t,L11y,L,11,y,L11,3,97,3,0,50,50,female,51,correct,NA
4ts335yzpbk,G1x,G,1,x,G1,3,90,10,1,50,50,female,58,correct,I was thinking that it could be either and since I had no information about the number of red balls I chose 50%.
runz35yzxhd,G6y,G,6,y,G6,3,96,4,4,50,50,male,36,correct,NA
r5g535yz3lx,G3y,G,3,y,G3,3,80,20,4,90,10,female,45,correct,NA
gnqw35yzrs0,L1y,L,1,y,L1,4,90,10,2,50,50,male,31,correct,NA
3yp235yz1ez,G12x,G,12,x,G12,2,95,5,1,50,50,female,42,correct,"The study said that one drug or the other would be effective, since there were two drugs and no further information about studies on them I split it 50/50."
zjev35yzzut,L1y,L,1,y,L1,4,90,10,3,50,50,male,35,correct,I made an assumption that half the balls were one color and the other half was the other color.
i3ra35yz7sc,L12x,L,12,x,L12,3,90,10,2,45,55,female,43,correct,"even with a strong challenger, most incumbents win re-elections. so i more than likely would win this election versus not winning."
y0b935yzinb,L3y,L,3,y,L3,3,80,20,2,50,50,male,29,correct,NA
grlm35yzk8p,G1y,G,1,y,G1,3,80,20,3,5,95,male,34,correct,if there giving $1000 away they are not going to make it easy meaning the odds are low
0nvk35yzs2u,G4x,G,4,x,G4,4,100,0,3,50,50,female,28,correct,both options had an equal chance of being chosen for the scholarship
zhhx35yzf1u,G2x,G,2,x,G2,4,75,25,2,55,45,male,45,correct,The blind date was likely arranged by someone close who would have been enthusiastic about their choice.
0nwb35yzdsr,L1y,L,1,y,L1,3,80,20,0,60,40,female,46,correct,That the odds are not in your favor to win so the percentage would be higher to lose the $1000.
