content,date,exp
"{""subject"":""4v6435yzys1"",""condition"":""G9y"",""vignetteType"":""G"",""vignetteNumber"":9,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""45"",""postQuestion1"":""correct"",""postQuestion2"":""There were really no factors that led me to believe one had a better chance of being chosen than the other.""}",2019-11-18 15:07:12.182373,
"{""subject"":""n84635yzca9"",""condition"":""G12y"",""vignetteType"":""G"",""vignetteNumber"":12,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""0"",""dummyYprob"":""100"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""40"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 14:47:07.006507,
"{""subject"":""c9as35yz8kx"",""condition"":""L5x"",""vignetteType"":""L"",""vignetteNumber"":5,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""49"",""postQuestion1"":""correct"",""postQuestion2"":""I know nothing about the pathogens and how frequently occur, and the doctor gave me no indication about likelihood either, so I treated it as a completely random choice, or tried to do that.""}",2019-11-18 04:28:36.840289,
"{""subject"":""bghu35yz3jf"",""condition"":""L8y"",""vignetteType"":""L"",""vignetteNumber"":8,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""75"",""dummyYprob"":""25"",""vignetteConfidence"":""2"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""44"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 14:47:27.477300,
"{""subject"":""w4wi35yzo24"",""condition"":""G4y"",""vignetteType"":""G"",""vignetteNumber"":4,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""98"",""dummyYprob"":""2"",""vignetteConfidence"":""2"",""vignetteXprob"":""42"",""vignetteYprob"":""58"",""gender"":""female"",""age"":""45"",""postQuestion1"":""correct"",""postQuestion2"":""With no information about how X or Y feel it is a 50/50 chance but I went a little higher thinking if I liked X maybe he relized it and or we had some things in common that would cause a mutual attraction""}",2019-11-18 14:15:18.173614,
"{""subject"":""aoq335yzhul"",""condition"":""G11x"",""vignetteType"":""G"",""vignetteNumber"":11,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""95"",""dummyYprob"":""5"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""39"",""postQuestion1"":""correct"",""postQuestion2"":""I thought that I missed information to  make a better choice, so with the information I had, the probability (from my point of view) was 50% for each.""}",2019-11-18 07:45:48.030598,
"{""subject"":""9axy35yzcqw"",""condition"":""G6y"",""vignetteType"":""G"",""vignetteNumber"":6,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""100"",""dummyYprob"":""0"",""vignetteConfidence"":""1"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""25"",""postQuestion1"":""correct"",""postQuestion2"":""There are two choices, so it's a coin toss as to which they would attend""}",2019-11-17 22:20:45.211909,
"{""subject"":""5z6p35yzior"",""condition"":""L9x"",""vignetteType"":""L"",""vignetteNumber"":9,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""73"",""dummyYprob"":""27"",""vignetteConfidence"":""3"",""vignetteXprob"":""53"",""vignetteYprob"":""47"",""gender"":""male"",""age"":""26"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 22:21:58.032635,
"{""subject"":""b6rb35yzxjz"",""condition"":""L1y"",""vignetteType"":""L"",""vignetteNumber"":1,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""55"",""postQuestion1"":""correct"",""postQuestion2"":""I chose that answer, because absent any additional information about the stocks, the likelihood is equal for each. The actual likelihood may be different, but to me, it's a toss-up.""}",2019-11-18 11:37:33.305783,
"{""subject"":""8b4235yznhl"",""condition"":""G7y"",""vignetteType"":""G"",""vignetteNumber"":7,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""74"",""dummyYprob"":""26"",""vignetteConfidence"":""1"",""vignetteXprob"":""48"",""vignetteYprob"":""52"",""gender"":""male"",""age"":""31"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 22:21:08.306000,
"{""subject"":""b9k835yzny1"",""condition"":""L2x"",""vignetteType"":""L"",""vignetteNumber"":2,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""85"",""dummyYprob"":""15"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""27"",""postQuestion1"":""correct"",""postQuestion2"":""I chose the answer because I wasn't sure how many of each snakes there were in the wild.""}",2019-11-18 15:40:26.720147,
"{""subject"":""kx2d35yzwgc"",""condition"":""L2y"",""vignetteType"":""L"",""vignetteNumber"":2,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""48"",""postQuestion1"":""correct"",""postQuestion2"":""there were only two kinds of snakes, poisonous and non poisonous. I figure it was a fifty fifty thing as to what snake would have made the bite.""}",2019-11-17 22:20:54.477311,
"{""subject"":""g7l735yz0jn"",""condition"":""L6x"",""vignetteType"":""L"",""vignetteNumber"":6,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""93"",""dummyYprob"":""7"",""vignetteConfidence"":""3"",""vignetteXprob"":""45"",""vignetteYprob"":""55"",""gender"":""female"",""age"":""39"",""postQuestion1"":""correct"",""postQuestion2"":""I was paying attention.""}",2019-11-17 22:22:33.936400,
"{""subject"":""6h3735yzeoh"",""condition"":""G2x"",""vignetteType"":""G"",""vignetteNumber"":2,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""56"",""postQuestion1"":""correct"",""postQuestion2"":""because there was no information to make me lean either way. So, te probably was equal for both options.""}",2019-11-18 02:38:35.656183,
"{""subject"":""del835yztv2"",""condition"":""L10y"",""vignetteType"":""L"",""vignetteNumber"":10,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""2"",""vignetteXprob"":""51"",""vignetteYprob"":""49"",""gender"":""female"",""age"":""51"",""postQuestion1"":""correct"",""postQuestion2"":""With no other information I feel one is as likely to close as the other so it's an even chance.""}",2019-11-18 00:38:17.284391,
"{""subject"":""yqlp35yzex7"",""condition"":""L2x"",""vignetteType"":""L"",""vignetteNumber"":2,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""85"",""dummyYprob"":""15"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""41"",""postQuestion1"":""correct"",""postQuestion2"":""I felt that was either bitten by snake X or snake Y and I felt there was a 50% chance of each.""}",2019-11-18 04:39:20.935108,
"{""subject"":""yt0h35yz5ef"",""condition"":""L9y"",""vignetteType"":""L"",""vignetteNumber"":9,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""57"",""dummyYprob"":""43"",""vignetteConfidence"":""2"",""vignetteXprob"":""34"",""vignetteYprob"":""66"",""gender"":""male"",""age"":""28"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 23:57:29.931512,
"{""subject"":""bcw535yz5bp"",""condition"":""L2y"",""vignetteType"":""L"",""vignetteNumber"":2,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""65"",""dummyYprob"":""35"",""vignetteConfidence"":""3"",""vignetteXprob"":""20"",""vignetteYprob"":""80"",""gender"":""female"",""age"":""43"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 02:04:22.490785,
"{""subject"":""gwha35yz3vg"",""condition"":""L5x"",""vignetteType"":""L"",""vignetteNumber"":5,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""81"",""dummyYprob"":""19"",""vignetteConfidence"":""1"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""33"",""postQuestion1"":""correct"",""postQuestion2"":""I didn't really understand the question so I chose 50""}",2019-11-18 00:31:10.669360,
"{""subject"":""9n4h35yz0gb"",""condition"":""G8y"",""vignetteType"":""G"",""vignetteNumber"":8,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""4"",""vignetteXprob"":""29"",""vignetteYprob"":""71"",""gender"":""male"",""age"":""30"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 12:25:17.551745,
"{""subject"":""dfui35yzvgo"",""condition"":""L1x"",""vignetteType"":""L"",""vignetteNumber"":1,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""97"",""dummyYprob"":""3"",""vignetteConfidence"":""4"",""vignetteXprob"":""48"",""vignetteYprob"":""52"",""gender"":""male"",""age"":""63"",""postQuestion1"":""correct"",""postQuestion2"":""I tried to pick 50 percent for both stocks but the survey would not allow that. I had to choose 48 and 52 instead to progress to this screen. I picked in the middle because I would believe my broker and would trust his judgement. Since I do not know which stock will loose value, I had to pick a number in the middle to show an equal chance of either stock falling dramatically.""}",2019-11-17 23:11:04.290996,
"{""subject"":""2wwk35yz0ee"",""condition"":""G6x"",""vignetteType"":""G"",""vignetteNumber"":6,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""97"",""dummyYprob"":""3"",""vignetteConfidence"":""3"",""vignetteXprob"":""3"",""vignetteYprob"":""97"",""gender"":""female"",""age"":""46"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 00:05:48.981469,
"{""subject"":""xpn635yz7ui"",""condition"":""L9x"",""vignetteType"":""L"",""vignetteNumber"":9,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""85"",""dummyYprob"":""15"",""vignetteConfidence"":""2"",""vignetteXprob"":""45"",""vignetteYprob"":""55"",""gender"":""female"",""age"":""64"",""postQuestion1"":""correct"",""postQuestion2"":""The incumbent usually has an advantage, but if the opposing candidate is strong and people are tired of the current, then it really could almost be a toss up.""}",2019-11-18 15:20:39.571711,
"{""subject"":""ukf035yzbmx"",""condition"":""G1y"",""vignetteType"":""G"",""vignetteNumber"":1,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""95"",""dummyYprob"":""5"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""26"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 11:36:37.794733,
"{""subject"":""u34x35yzf9h"",""condition"":""L12x"",""vignetteType"":""L"",""vignetteNumber"":12,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""77"",""dummyYprob"":""23"",""vignetteConfidence"":""1"",""vignetteXprob"":""51"",""vignetteYprob"":""49"",""gender"":""na"",""age"":""67"",""postQuestion1"":""correct"",""postQuestion2"":""I chose 50% because I had no data to base my answer on. I don't think, however, that it would necessarily be even odds which dept's budget is cut.""}",2019-11-18 01:32:56.093241,
"{""subject"":""wj8l35yzizl"",""condition"":""L9y"",""vignetteType"":""L"",""vignetteNumber"":9,""Start100"":""y"",""dummyConfidence"":""1"",""dummyXprob"":""30"",""dummyYprob"":""70"",""vignetteConfidence"":""4"",""vignetteXprob"":""15"",""vignetteYprob"":""85"",""gender"":""female"",""age"":""46"",""postQuestion1"":""correct"",""postQuestion2"":""I was thinking I would win""}",2019-11-18 16:12:30.227045,
"{""subject"":""o2c735yz0v0"",""condition"":""L8y"",""vignetteType"":""L"",""vignetteNumber"":8,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""3"",""vignetteXprob"":""15"",""vignetteYprob"":""85"",""gender"":""female"",""age"":""42"",""postQuestion1"":""correct"",""postQuestion2"":""The description indicated it was near the airport, but it didn't specify where.  In my experience, the odds of being in a hailstorm are much less likely than the odds of not being in one.""}",2019-11-18 16:19:18.042633,
"{""subject"":""p7mk35yzewm"",""condition"":""L6y"",""vignetteType"":""L"",""vignetteNumber"":6,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""50"",""postQuestion1"":""correct"",""postQuestion2"":""That one seemed 50/50. Two people, one is the date. Did my friend tell me she was really attractive? Am I attractive enough to expect an attractive date? I don't really get the 'confident in your percentages' question. It seems the first question deals with that. ""}",2019-11-18 03:56:28.657433,
"{""subject"":""ff0135yz38v"",""condition"":""L12x"",""vignetteType"":""L"",""vignetteNumber"":12,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""95"",""dummyYprob"":""5"",""vignetteConfidence"":""3"",""vignetteXprob"":""62"",""vignetteYprob"":""38"",""gender"":""female"",""age"":""50"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 02:49:54.277498,
"{""subject"":""zbso35yzg49"",""condition"":""G3y"",""vignetteType"":""G"",""vignetteNumber"":3,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""100"",""dummyYprob"":""0"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""22"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 23:39:22.377354,
"{""subject"":""qbb135yzrdz"",""condition"":""L10y"",""vignetteType"":""L"",""vignetteNumber"":10,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""89"",""dummyYprob"":""11"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""34"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 13:40:22.008669,
"{""subject"":""ow2735yzejo"",""condition"":""L10x"",""vignetteType"":""L"",""vignetteNumber"":10,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""98"",""dummyYprob"":""2"",""vignetteConfidence"":""3"",""vignetteXprob"":""80"",""vignetteYprob"":""20"",""gender"":""male"",""age"":""25"",""postQuestion1"":""correct"",""postQuestion2"":""It's not entirely clear whether the branch will shut down, but it does seem reasonably likely.""}",2019-11-18 01:40:00.969241,
"{""subject"":""o6wo35yz4s2"",""condition"":""L2x"",""vignetteType"":""L"",""vignetteNumber"":2,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""95"",""dummyYprob"":""5"",""vignetteConfidence"":""4"",""vignetteXprob"":""40"",""vignetteYprob"":""60"",""gender"":""female"",""age"":""27"",""postQuestion1"":""correct"",""postQuestion2"":""I was thinking that lethal snakebites are uncommon, so it was unlikely that I was bitten by a snake that cvould kill me""}",2019-11-18 16:15:13.393731,
"{""subject"":""7y6y35yz0tu"",""condition"":""L1x"",""vignetteType"":""L"",""vignetteNumber"":1,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""1"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""41"",""postQuestion1"":""correct"",""postQuestion2"":""Without knowing which stock you rise and which stock would plummet, it was basically a coin toss so I chose 50-50.""}",2019-11-18 03:09:13.393668,
"{""subject"":""tyrp35yzgj7"",""condition"":""L12y"",""vignetteType"":""L"",""vignetteNumber"":12,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""82"",""dummyYprob"":""18"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""32"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 00:14:25.468023,
"{""subject"":""yxdh35yzld4"",""condition"":""G4x"",""vignetteType"":""G"",""vignetteNumber"":4,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""98"",""dummyYprob"":""2"",""vignetteConfidence"":""1"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""28"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 23:04:11.856756,
"{""subject"":""aatd35yz473"",""condition"":""L5x"",""vignetteType"":""L"",""vignetteNumber"":5,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""75"",""dummyYprob"":""25"",""vignetteConfidence"":""2"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""30"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 00:20:21.499381,
"{""subject"":""wf7s35yzuct"",""condition"":""G4y"",""vignetteType"":""G"",""vignetteNumber"":4,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""2"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""53"",""postQuestion1"":""correct"",""postQuestion2"":""There was really no way for me to know which one was more probable than the other.""}",2019-11-18 00:36:05.856336,
"{""subject"":""dg5k35yz9v3"",""condition"":""G4y"",""vignetteType"":""G"",""vignetteNumber"":4,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""99"",""dummyYprob"":""1"",""vignetteConfidence"":""2"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""45"",""postQuestion1"":""correct"",""postQuestion2"":""The first question gave me hints, the second question was all about chance""}",2019-11-17 23:41:13.992380,
"{""subject"":""ek7p35yz5w7"",""condition"":""G7x"",""vignetteType"":""G"",""vignetteNumber"":7,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""2"",""vignetteXprob"":""60"",""vignetteYprob"":""40"",""gender"":""female"",""age"":""52"",""postQuestion1"":""correct"",""postQuestion2"":""At first, I thought the chances of the school being built in one neighborhood or the other must be 50-50 since the decision hadn't yet been made. However, then I considered that the information in the scenario didn't really address whatever discussion had been going on behind the scenes and figured that it was likely that the decision-makers were leaning toward a particular neighborhood, so I changed my answer to 60-40.""}",2019-11-18 02:20:30.327425,
"{""subject"":""oevh35yzayc"",""condition"":""G7y"",""vignetteType"":""G"",""vignetteNumber"":7,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""82"",""dummyYprob"":""18"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""55"",""postQuestion1"":""correct"",""postQuestion2"":""I was thinking it was equally likely without knowing any other information.""}",2019-11-17 23:33:11.556173,
"{""subject"":""zoa535yz2gl"",""condition"":""L10x"",""vignetteType"":""L"",""vignetteNumber"":10,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""98"",""dummyYprob"":""2"",""vignetteConfidence"":""3"",""vignetteXprob"":""51"",""vignetteYprob"":""49"",""gender"":""female"",""age"":""61"",""postQuestion1"":""correct"",""postQuestion2"":""Since they would be closing one of the banks, but didn't indicate if there was a greater chance of either closing, I chose it as 50/50""}",2019-11-17 23:15:12.689382,
"{""subject"":""lu9j35yzvh5"",""condition"":""L3x"",""vignetteType"":""L"",""vignetteNumber"":3,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""1"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""44"",""postQuestion1"":""correct"",""postQuestion2"":""I had no information about which how often each type of infestation occurs, so I pretty much had no idea which was more likely.""}",2019-11-17 23:44:29.872282,
"{""subject"":""79xk35yz9ut"",""condition"":""G4y"",""vignetteType"":""G"",""vignetteNumber"":4,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""96"",""dummyYprob"":""4"",""vignetteConfidence"":""1"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""33"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 02:21:08.929794,
"{""subject"":""agg035yz2g9"",""condition"":""G5y"",""vignetteType"":""G"",""vignetteNumber"":5,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""29"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 23:28:04.896892,
"{""subject"":""t2j135yzfvh"",""condition"":""G5x"",""vignetteType"":""G"",""vignetteNumber"":5,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""3"",""vignetteXprob"":""60"",""vignetteYprob"":""40"",""gender"":""male"",""age"":""29"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 00:37:29.316668,
"{""subject"":""n62t35yzc9w"",""condition"":""L7y"",""vignetteType"":""L"",""vignetteNumber"":7,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""1"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""29"",""postQuestion1"":""correct"",""postQuestion2"":""I went with equal odds, because I thought that would reflect my level of uncertainty about the color. Without specifics about the number of each color, it is actually impossible to know the odds!""}",2019-11-18 00:21:15.523099,
"{""subject"":""ipe235yzked"",""condition"":""L7y"",""vignetteType"":""L"",""vignetteNumber"":7,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""91"",""dummyYprob"":""9"",""vignetteConfidence"":""2"",""vignetteXprob"":""48"",""vignetteYprob"":""52"",""gender"":""female"",""age"":""46"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 04:24:48.219654,
"{""subject"":""gtsq35yzun4"",""condition"":""G3y"",""vignetteType"":""G"",""vignetteNumber"":3,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""26"",""postQuestion1"":""correct"",""postQuestion2"":""I chose 50-50 because the questions mentioned no hint at all to the preference of the boss.  It could go either way.""}",2019-11-18 15:28:42.351535,
"{""subject"":""gphq35yz3kf"",""condition"":""G9y"",""vignetteType"":""G"",""vignetteNumber"":9,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""35"",""postQuestion1"":""correct"",""postQuestion2"":""Quick hit! Thanks!""}",2019-11-18 02:20:02.893859,
"{""subject"":""nig435yzsjh"",""condition"":""G6x"",""vignetteType"":""G"",""vignetteNumber"":6,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""87"",""dummyYprob"":""13"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""59"",""postQuestion1"":""correct"",""postQuestion2"":""In the absence of any other information, it is equally likely that the person is attending each party. ""}",2019-11-18 02:35:33.210830,
"{""subject"":""xh0x35yz33s"",""condition"":""G12y"",""vignetteType"":""G"",""vignetteNumber"":12,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""42"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 23:15:00.306596,
"{""subject"":""mzje35yzokm"",""condition"":""G12x"",""vignetteType"":""G"",""vignetteNumber"":12,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""86"",""dummyYprob"":""14"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""45"",""postQuestion1"":""correct"",""postQuestion2"":""I figured they had an equal chance of working well.""}",2019-11-17 23:29:26.729675,
"{""subject"":""doy535yzd5j"",""condition"":""L3y"",""vignetteType"":""L"",""vignetteNumber"":3,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""86"",""dummyYprob"":""14"",""vignetteConfidence"":""2"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""32"",""postQuestion1"":""correct"",""postQuestion2"":""Given the information provided I had no better information than to guess it was 50/50. I was considering all of the probability to make the best possible judgment.""}",2019-11-17 23:14:18.904571,
"{""subject"":""u7wz35yzgzy"",""condition"":""G11x"",""vignetteType"":""G"",""vignetteNumber"":11,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""62"",""dummyYprob"":""38"",""vignetteConfidence"":""4"",""vignetteXprob"":""48"",""vignetteYprob"":""52"",""gender"":""female"",""age"":""44"",""postQuestion1"":""correct"",""postQuestion2"":""It could be a toss up where the bird is, I thought the odds were even""}",2019-11-17 23:42:08.758134,
"{""subject"":""op1135yz23z"",""condition"":""G10x"",""vignetteType"":""G"",""vignetteNumber"":10,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""88"",""dummyYprob"":""12"",""vignetteConfidence"":""4"",""vignetteXprob"":""16"",""vignetteYprob"":""84"",""gender"":""male"",""age"":""40"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 01:31:49.497655,
"{""subject"":""3tnh35yz2u7"",""condition"":""L12y"",""vignetteType"":""L"",""vignetteNumber"":12,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""100"",""dummyYprob"":""0"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""46"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 14:40:49.328378,
"{""subject"":""s4pf35yznse"",""condition"":""L7y"",""vignetteType"":""L"",""vignetteNumber"":7,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""88"",""dummyYprob"":""12"",""vignetteConfidence"":""1"",""vignetteXprob"":""60"",""vignetteYprob"":""40"",""gender"":""female"",""age"":""28"",""postQuestion1"":""correct"",""postQuestion2"":""There is no way to know how many red balls there were, according to the question. So I just gave a good guess.""}",2019-11-17 22:57:09.254115,
"{""subject"":""uflx35yz9ab"",""condition"":""G4x"",""vignetteType"":""G"",""vignetteNumber"":4,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""39"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 23:31:16.049009,
"{""subject"":""pxh235yzcpa"",""condition"":""L11x"",""vignetteType"":""L"",""vignetteNumber"":11,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""95"",""dummyYprob"":""5"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""45"",""postQuestion1"":""correct"",""postQuestion2"":""The last one I picked 50% on each one as without any extra information it looked like either one could be discontinued. I couldn't be 100% confident that my answer was correct. I was thinking you never know if a donation could happen and the school could keep the programs. So, that is why I picked reasonably confident. Thank you.""}",2019-11-17 22:56:32.712450,
